row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
Ngắn hạn,Ngắn hạn,Ngắn hạn,8.186.571.256,3.867.654.083,8186571256.0,3867654083.0
Giá trị công cụ dụng cụ chờ phân bổ,Giá trị công cụ dụng cụ chờ phân bổ,Giá trị công cụ dụng cụ chờ phân bổ,3.084.687.664,622.874.761,3084687664.0,622874761.0
Bảo hiểm,Bảo hiểm,Bảo hiểm,348.507.637,1.398.716.716,348507637.0,1398716716.0
Tiền thuê văn phòng,Tiền thuê văn phòng,Tiền thuê văn phòng,2.293.532.640,-,2293532640.0,
Chi phí kiểm định,Chi phí kiểm định,Chi phí kiểm định,1.452.882.769,1.457.978.613,1452882769.0,1457978613.0
Chi phí khác,Chi phí khác,Chi phí khác,1.006.960.546,388.083.993,1006960546.0,388083993.0
Dài hạn,Dài hạn,Dài hạn,86.348.214.603,60.518.157.981,86348214603.0,60518157981.0
Chi phí sửa chữa vật kiến trúc,Chi phí sửa chữa vật kiến trúc,Chi phí sửa chữa vật kiến trúc,41.660.306.509,23.486.251.111,41660306509.0,23486251111.0
"Chi phí đèn bù, giải phóng mặt bằng","Chi phí đèn bù, giải phóng mặt bằng","Chi phí đèn bù, giải phóng mặt bằng",24.203.661.663,25.643.715.777,24203661663.0,25643715777.0
Giá trị công cụ dụng cụ chờ phân bổ,Giá trị công cụ dụng cụ chờ phân bổ,Giá trị công cụ dụng cụ chờ phân bổ,9.614.259.161,5.916.151.752,9614259161.0,5916151752.0
Cải tạo văn phòng,Cải tạo văn phòng,Cải tạo văn phòng,4.018.880.272,-,4018880272.0,
Chi phí khác,Chi phí khác,Chi phí khác,6.851.106.998,5.472.039.341,6851106998.0,5472039341.0
Cộng,Cộng,Cộng,94.534.785.859,64.385.812.064,94534785859.0,64385812064.0
