row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
,,,I. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,,,,
01,01,01,Tiền thu từ bán hàng và cung cấp dịch vụ,,900.691.814.847,757.157.318.155,,,900691814847.0,757157318155.0
02,02,02,"Tiền chi trả cho người cung cấp hàng hóa, dịch vụ",,(866.448.303.690),(644.825.613.173),,,-866448303690.0,-644825613173.0
03,03,03,Tiền chi trả cho người lao động,,(102.125.407.243),(74.296.497.710),,,-102125407243.0,-74296497710.0
04,04,04,Tiền chi trả lãi vay,,(182.266.961.424),(103.427.809.365),,,-182266961424.0,-103427809365.0
05,05,05,Tiền chi nộp thuế TNDN,32.2,(11.839.863.156),(12.412.197.265),,322.0,-11839863156.0,-12412197265.0
06,06,06,Tiền thu khác từ hoạt động kinh doanh,,33.350.380.231,177.046.297.435,,,33350380231.0,177046297435.0
07,07,07,Tiền chi khác cho hoạt động kinh doanh,,(141.505.260.981),(142.622.800.832),,,-141505260981.0,-142622800832.0
20,20,20,Lưu chuyển tiền thuần sử dụng vào hoạt động kinh doanh,,(370.143.601.416),(43.381.302.755),,,-370143601416.0,-43381302755.0
,,,II. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TỪ,,,,,,,
21,21,21,"Tiền chi để mua sắm, xây dựng tài sản cố định",,(18.747.911.356),(14.383.631.405),,,-18747911356.0,-14383631405.0
22,22,22,"Tiền thu do thanh lý, nhượng bán tài sản cố định",,224.347.273,2.340.409.090,,,224347273.0,2340409090.0
23,23,23,Tiền chi cho đầu tư,,(360.602.095.890),(23.579.185.770),,,-360602095890.0,-23579185770.0
24,24,24,Tiền thu hồi cho vay,,317.302.095.890,12.808.738.770,,,317302095890.0,12808738770.0
25,25,25,Tiền chi đầu tư góp vốn vào đơn vị khác,,(20.682.026.915),(26.800.000.000),,,-20682026915.0,-26800000000.0
26,26,26,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,,11.832.840.840,52.507.008.502,,,11832840840.0,52507008502.0
27,27,27,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",,30.445.694.610,7.298.967.315,,,30445694610.0,7298967315.0
30,30,30,Lưu chuyển tiền thuần (sử dụng vào) từ hoạt động đầu tư,,(40.227.055.548),10.192.306.502,,,-40227055548.0,10192306502.0
,,,III. LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG TẢI CHÍNH,,,,,,,
31,31,31,Tiền thu từ phát hành cổ phiếu,,208.982.600.000,-,,,208982600000.0,
33,33,33,Tiền thu từ đi vay,,278.444.071.971,1.260.562.441.564,,,278444071971.0,1260562441564.0
34,34,34,Tiền trả nợ gốc vay,,(410.256.413.867),(791.513.568.281),,,-410256413867.0,-791513568281.0
36,36,36,Cổ tức đã trả,,(75.345.242.360),(2.498.154.793),,,-75345242360.0,-2498154793.0
40,40,40,Lưu chuyển tiền thuần từ hoạt động tài chính,,1.825.015.744,466.550.718.490,,,1825015744.0,466550718490.0
