row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Tổng lợi nhuận kế toán trước thuếCác điều chỉnh,Tổng lợi nhuận kế toán trước thuếCác điều chỉnh,Tổng lợi nhuận kế toán trước thuếCác điều chỉnh,32.133.590.489,70.329.880.883,32133590489.0,70329880883.0
Lỗ từ công ty conHoàn nhập dự phòng đầu tư vào công tycon và công ty liên kết,Lỗ từ công ty conHoàn nhập dự phòng đầu tư vào công tycon và công ty liên kết,Lỗ từ công ty conHoàn nhập dự phòng đầu tư vào công tycon và công ty liên kết,5.973.776.277,5.278.790.194,5973776277.0,5278790194.0
"Lỗ trong công ty liên doanh, liên kết","Lỗ trong công ty liên doanh, liên kết","Lỗ trong công ty liên doanh, liên kết",(6.685.593.177),2.220.186.928,-6685593177.0,2220186928.0
Lãi từ giao dịch mua rè,Lãi từ giao dịch mua rè,Lãi từ giao dịch mua rè,6.793.849.528,4.514.649.455,6793849528.0,4514649455.0
Phân bổ doanh thu chưa thực hiện ởgóc độ hợp nhất,Phân bổ doanh thu chưa thực hiện ởgóc độ hợp nhất,Phân bổ doanh thu chưa thực hiện ởgóc độ hợp nhất,(292.462.318),-,-292462318.0,
Lãi chưa thực hiện từ việc bán tài sản,Lãi chưa thực hiện từ việc bán tài sản,Lãi chưa thực hiện từ việc bán tài sản,-,(11.623.118.323),,-11623118323.0
Chênh lệch tỷ giá,Chênh lệch tỷ giá,Chênh lệch tỷ giá,(458.259.342),(458.259.342),-458259342.0,-458259342.0
Chi phí không được trừ,Chi phí không được trừ,Chi phí không được trừ,(21.282.824.247),(5.875.482.038),-21282824247.0,-5875482038.0
Cổ tức,Cổ tức,Cổ tức,38.427.720.962,1.468.898.250,38427720962.0,1468898250.0
Cổ tức,Cổ tức,Cổ tức,(4.185.104.356),(2.038.322.400),-4185104356.0,-2038322400.0
Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,Thu nhập chịu thuế ước tính,50.424.693.816,63.817.223.607,50424693816.0,63817223607.0
Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,Lỗ năm trước chuyển sang,(1.792.202.365),-,-1792202365.0,
Lợi nhuận chịu thuế điều chỉnh,Lợi nhuận chịu thuế điều chỉnh,Lợi nhuận chịu thuế điều chỉnh,48.632.491.451,63.817.223.607,48632491451.0,63817223607.0
Thuế TNDN phải trả ước tính,Thuế TNDN phải trả ước tính,Thuế TNDN phải trả ước tính,10.382.318.919,13.233.052.369,10382318919.0,13233052369.0
Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,Thuế TNDN phải trả đầu năm,4.560.779.711,88.949.826.801,4560779711.0,88949826801.0
Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,Thuế TNDN đã trả trong năm,(11.839.863.156),(12.412.197.265),-11839863156.0,-12412197265.0
Thuế TNDN cắn trừ trong năm,Thuế TNDN cắn trừ trong năm,Thuế TNDN cắn trừ trong năm,-,(85.209.902.194),,-85209902194.0
Thuế TNDN phải trả cuối năm(Thuyết minh số 20),Thuế TNDN phải trả cuối năm(Thuyết minh số 20),Thuế TNDN phải trả cuối năm(Thuyết minh số 20),3.103.235.474,4.560.779.711,3103235474.0,4560779711.0
