row_label_raw,row_label_full,col_0,Số cuối năm,VND Số đầu năm,numeric__Số cuối năm,numeric__VND Số đầu năm
Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),Chi phí sản xuất kinh doanh dở dang (*),2.366.433.402.748,1.945.284.925.341,2366433402748.0,1945284925341.0
Hàng hóa bất động sản,Hàng hóa bất động sản,Hàng hóa bất động sản,25.733.936.735,5.271.214.553,25733936735.0,5271214553.0
Thành phẩm,Thành phẩm,Thành phẩm,18.628.102.240,15.627.441.907,18628102240.0,15627441907.0
"Nguyên liệu, vật liệu","Nguyên liệu, vật liệu","Nguyên liệu, vật liệu",12.174.349.505,10.088.942.999,12174349505.0,10088942999.0
Hàng hóa,Hàng hóa,Hàng hóa,11.611.691.272,9.679.047.144,11611691272.0,9679047144.0
Công cụ dụng cụ,Công cụ dụng cụ,Công cụ dụng cụ,1.578.011.587,801.725.044,1578011587.0,801725044.0
Hàng đang chuyển,Hàng đang chuyển,Hàng đang chuyển,676.283.520,-,676283520.0,
Hàng gửi đi bán,Hàng gửi đi bán,Hàng gửi đi bán,308.044.905,752.050.999,308044905.0,752050999.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,2.437.143.822.512,1.987.505.347.987,2437143822512.0,1987505347987.0
Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,Dự phòng giảm giá hàng tồn kho,(450.246.130),-,-450246130.0,
GIÁ TRI THUÀN,GIÁ TRI THUÀN,GIÁ TRI THUÀN,2.436.693.576.382,1.987.505.347.987,2436693576382.0,1987505347987.0
