row_label_raw,row_label_full,Tên công ty,Lĩnh vực kinh doanh,Tình trạng hoạt động,Số cuối năm,Số cuối năm_1,Số cuối năm_2,Số đầu năm,Số đầu năm_1,Số đầu năm_2,numeric__Lĩnh vực kinh doanh,numeric__Tình trạng hoạt động,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số cuối năm_2,numeric__Số đầu năm,numeric__Số đầu năm_1,numeric__Số đầu năm_2
Tên công ty,Tên công ty,Tên công ty,Lĩnh vực kinh doanh,Tình trạng hoạt động,Tỷ lệ sở hữu %,Giá gốc VND,Dự phòng sở hữu VND,Tỷ lệ sở hữu %,Giá gốc VND,Dự phòng VND,,,,,,,,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Xây lắp,Đang hoạt động,"14,5",7.369.504.500,-,-,-,-,,,14.5,7369504500.0,,,,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Thương mại,Đang hoạt động,"10,09",33.062.084.473,(899.960.377),-,-,-,,,10.09,33062084473.0,-899960377.0,,,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Sản xuất,Đang hoạt động,"10,00",68.000.000.000,-,"10,00",68.000.000.000,-,,,10.0,68000000000.0,,10.0,68000000000.0,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tài chính,Đang hoạt động,"4,80",24.000.000.000,-,"3,50",24.000.000.000,-,,,4.8,24000000000.0,,3.5,24000000000.0,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Xây lắp,Đang hoạt động,"9,02",1.240.000.000,(783.914.553),"9,02",1.240.000.000,-,,,9.02,1240000000.0,-783914553.0,9.02,1240000000.0,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Sản xuất,Đang hoạt động,-,-,-,"0,23",459.780.000,-,,,,,,0.23,459780000.0,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Xây lắp,Đang hoạt động,"15,00",6.000.000.000,-,"15,00",6.000.000.000,-,,,15.0,6000000000.0,,15.0,6000000000.0,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Sản xuất,Đang hoạt động,"5,00",20.000.000.000,-,"5,00",20.000.000.000,-,,,5.0,20000000000.0,,5.0,20000000000.0,
Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Tên công ty > Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Công ty Cổ phần DIC số 4 Công ty Cổ phần Đầu tư và Thương mại DIC Công ty Cổ phần Xi măng FICO Tây Ninh Công ty Cổ phần Tài chính Sông Đà Công ty Cổ phần Đầu tư Phát triển Xây dựng Thanh Bình Công ty Cổ phần Bọc ống dầu khí Việt Nam Công ty Cổ phần Sông Đà Hà Nội Công ty Cổ phần Cao su Phú Riềng Kratie Công ty Cổ phần Sông Đà 25 Công ty Trách nhiệm hữu hạn J&D Đại An (i) Công ty Trách nhiệm Hữu hạn Taekwang - DIC (i) Ủy thác đầu tư - Mã DC2 Ủy thác đầu tư - Mã DIC Tổng công ty Bia - Rượu - Nước giải khát Sài Gòn Công ty Cổ phần Thương mại SABECO trung tâm,Xây lắp,Đang hoạt động,-,-,-,"8,70",4.038.063.419,(3.695.423.420),,,,,,8.7,4038063419.0,-3695423420.0
