row_label_raw,row_label_full,"Đầu tư vào công ty liên doanh, liên kết(Thuyết minh số 16.1) > Đầu tư góp vốn vào đơn vị khác(Thuyết minh số 16.2) > Đầu tư nắm giữ đến ngày đáo hạn(Thuyết minh số 16.3)",Số cuối năm > 809.073.011.517 > 222.348.688.973 > 42.000.000.000,VND Số đầu năm > 834.331.406.953 > 182.731.343.419 > 2.000.000.000,numeric__Số cuối năm > 809.073.011.517 > 222.348.688.973 > 42.000.000.000,numeric__VND Số đầu năm > 834.331.406.953 > 182.731.343.419 > 2.000.000.000
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.073.421.700.490,1.019.062.750.372,1073421700490.0,1019062750372.0
Dự phòng cho các khoản đầu tư dài hạn,Dự phòng cho các khoản đầu tư dài hạn,Dự phòng cho các khoản đầu tư dài hạn,(7.852.389.084),(7.752.685.901),-7852389084.0,-7752685901.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,1.065.569.311.406,1.011.310.064.471,1065569311406.0,1011310064471.0
