row_label_raw,row_label_full,col_0,Năm nay,VNDNăm trước,numeric__Năm nay,numeric__VNDNăm trước
Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,Chi phí bán hàng,,
Chi phí lương,Chi phí bán hàng > Chi phí lương,Chi phí lương,35.543.340.160,25.659.433.266,35543340160.0,25659433266.0
Chi phí môi giới,Chi phí bán hàng > Chi phí môi giới,Chi phí môi giới,3.128.265.989,89.527.273,3128265989.0,89527273.0
Trích bảo hành công trình,Chi phí bán hàng > Trích bảo hành công trình,Trích bảo hành công trình,-,200.000.000,,200000000.0
Khác,Chi phí bán hàng > Khác,Khác,43.885.033.455,34.213.051.268,43885033455.0,34213051268.0
,,,82.556.639.604,60.162.011.807,82556639604.0,60162011807.0
Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,Chi phí quản lý doanh nghiệp,,
Chi phí lương và các khoản trích theo lương,Chi phí quản lý doanh nghiệp > Chi phí lương và các khoản trích theo lương,Chi phí lương và các khoản trích theo lương,32.597.813.484,30.709.060.050,32597813484.0,30709060050.0
Chi phí dự phòng phải thu khó đòi,Chi phí quản lý doanh nghiệp > Chi phí dự phòng phải thu khó đòi,Chi phí dự phòng phải thu khó đòi,19.040.501.543,1.086.082.163,19040501543.0,1086082163.0
Khác,Chi phí quản lý doanh nghiệp > Khác,Khác,34.713.438.676,21.559.168.542,34713438676.0,21559168542.0
,,,86.351.753.703,53.354.310.755,86351753703.0,53354310755.0
TỔNG CỘNG,Chi phí quản lý doanh nghiệp > TỔNG CỘNG,TỔNG CỘNG,168.908.393.303,113.516.322.562,168908393303.0,113516322562.0
