row_label_raw,row_label_full,Bên liên quan,Mối quan hệ,Nội dung nghiệp vụ,Năm nay,VND Năm trước,numeric__Mối quan hệ,numeric__Nội dung nghiệp vụ,numeric__Năm nay,numeric__VND Năm trước
Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Hoa hồng bán hàng Góp vốn,6.996.897.059,-,,,6996897059.0,
Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Hoa hồng bán hàng Góp vốn,5.757.314.498,-,,,5757314498.0,
Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty Cổ phần Bất động sản DIC,Công ty liên kết,Chi phí xây dựng,2.955.685.578,2.074.770.272,,,2955685578.0,2074770272.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty liên kết,Chi phí xây dựng Vay,44.308.930.013,26.409.242.665,,,44308930013.0,26409242665.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty liên kết,Chi phí xây dựng Vay,-,4.436.447.000,,,,4436447000.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty liên kết,Lãi vay,362.355.213,13.256.944,,,362355213.0,13256944.0
Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty Cổ phần Đầu tư Phát triển Xây dựng (DIC) Số 2,Công ty liên kết,Cung cấp dịch vụ,123.029.865,-,,,123029865.0,
Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty liên kết,Cổ tức,1.889.991.000,1.889.991.000,,,1889991000.0,1889991000.0
Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty liên kết,"Bán hàng hóa, dịch vụ",784.663.505,-,,,784663505.0,
Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty Cổ phần Đầu tư Phát triển Xây Dụng Bê tông,Công ty liên kết,Cung cấp dịch vụ,13.837.800,750.635.602,,,13837800.0,750635602.0
Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty liên kết,Vay,29.000.000.000,3.000.000.000,,,29000000000.0,3000000000.0
Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty liên kết,Trả nợ vay,25.000.000.000,-,,,25000000000.0,
Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty Cổ phần Đầu tư Phát triển Phương Nam,Công ty liên kết,Cung cấp dịch vụ,5.415.239.937,550.279.112,,,5415239937.0,550279112.0
Công ty Cổ phần Gạch men Anh Em DIC,Công ty Cổ phần Gạch men Anh Em DIC,Công ty Cổ phần Gạch men Anh Em DIC,Công ty liên kết,Lãi vay,1.267.361.110,1.368.750.000,,,1267361110.0,1368750000.0
Công ty Cổ phần Đầu tư Xây dựng ATA,Công ty Cổ phần Đầu tư Xây dựng ATA,Công ty Cổ phần Đầu tư Xây dựng ATA,Bên liên quan,Lãi vay,8.189.444.154,-,,,8189444154.0,
Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An,Công ty Cổ phần Đầu tư Phát triển Xây dựng Hội An,Công ty liên kết,Cổ tức,899.100.000,-,,,899100000.0,
Công ty Trách nhiệm Hữu hạn Xi măng FICO Bình Dương,Công ty Trách nhiệm Hữu hạn Xi măng FICO Bình Dương,Công ty Trách nhiệm Hữu hạn Xi măng FICO Bình Dương,Công ty liên kết,Cổ tức,579.683.680,-,,,579683680.0,
Công ty Cổ phần Vina Đại Phước,Công ty Cổ phần Vina Đại Phước,Công ty Cổ phần Vina Đại Phước,Công ty liên kết,Doanh thu bán hàng hóa,1.665.942.021,-,,,1665942021.0,
