row_label_raw,row_label_full,Mã số > 50 > 60,CHỈ TIÊU > Lưu chuyển tiền và tương đương tiền thuần trong năm > Tiền đầu năm,Thuyết minh,Năm nay > (408.545.641.220) > 473.092.626.908,Năm trước > 433.361.722.237 > 39.730.719.634,numeric__CHỈ TIÊU > Lưu chuyển tiền và tương đương tiền thuần trong năm > Tiền đầu năm,numeric__Thuyết minh,numeric__Năm nay > (408.545.641.220) > 473.092.626.908,numeric__Năm trước > 433.361.722.237 > 39.730.719.634
61,61,61,Ảnh hưởng của thay đổi tỷ giá hối đoái quy đổi ngoại tệ,,2.221.477,185.037,,,2221477.0,185037.0
70,70,70,Tiền và tương đương tiền cuối năm,5,64.549.207.165,473.092.626.908,,5.0,64549207165.0,473092626908.0
