row_label_raw,row_label_full,col_0,Vay ngắn hạn,Vay dài hạn,Ngàn VND Tổng cộng,numeric__Vay ngắn hạn,numeric__Vay dài hạn,numeric__Ngàn VND Tổng cộng
Số đầu năm,Số đầu năm,Số đầu năm,446.631.125,7.044.687.161,7.491.318.286,446631125.0,7044687161.0,7491318286.0
Vay mới trong năm,Vay mới trong năm,Vay mới trong năm,121.540.283,-,121.540.283,121540283.0,,121540283.0
Trả nợ gốc vay trong năm,Trả nợ gốc vay trong năm,Trả nợ gốc vay trong năm,(515.028.509),-,(515.028.509),-515028509.0,,-515028509.0
Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,Vay dài hạn đến hạn trả,630.000.000,(630.000.000),-,630000000.0,-630000000.0,
Chỉ phí phát hành trái phiếu,Chỉ phí phát hành trái phiếu,Chỉ phí phát hành trái phiếu,(4.269.909),13.926.077,9.656.168,-4269909.0,13926077.0,9656168.0
Số cuối năm,Số cuối năm,Số cuối năm,678.872.990,6.428.613.238,7.107.486.228,678872990.0,6428613238.0,7107486228.0
