row_label_raw,row_label_full,col_0,Năm nay,Ngân VNDNăm trước,numeric__Năm nay,numeric__Ngân VNDNăm trước
Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,Thu nhập khác,,
Thu nhập khác,Thu nhập khác > Thu nhập khác,Thu nhập khác,1.974.266,3.215.928,1974266.0,3215928.0
Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,Chi phí khác,,
Xóa sổ công nợ,Chi phí khác > Xóa sổ công nợ,Xóa sổ công nợ,31.714.666,-,31714666.0,
Các khoản phạt,Chi phí khác > Các khoản phạt,Các khoản phạt,12.441.060,40.517.652,12441060.0,40517652.0
Xóa sổ tài sản,Chi phí khác > Xóa sổ tài sản,Xóa sổ tài sản,-,16.824.254,,16824254.0
Lỗ thanh lý tài sản,Chi phí khác > Lỗ thanh lý tài sản,Lỗ thanh lý tài sản,-,8.992.631,,8992631.0
Hoàn nhập dự phòng (*),Chi phí khác > Hoàn nhập dự phòng (*),Hoàn nhập dự phòng (*),-,(142.895.860),,-142895860.0
Chi phí khác,Chi phí khác > Chi phí khác,Chi phí khác,3.948.383,2.684.055,3948383.0,2684055.0
,,,48.104.109,(73.877.268),48104109.0,-73877268.0
(Lỗ)/LỢI NHUẬN KHÁC,Chi phí khác > (Lỗ)/LỢI NHUẬN KHÁC,(Lỗ)/LỢI NHUẬN KHÁC,(46.129.843),77.093.196,-46129843.0,77093196.0
