row_label_raw,row_label_full,Phải thu ngắn hạn các bên liên quan (TM số 29),809.182.797,914.171.184,numeric__809.182.797,numeric__914.171.184
Phải thu dài hạn các bên liên quan (TM số 29),Phải thu dài hạn các bên liên quan (TM số 29),Phải thu dài hạn các bên liên quan (TM số 29),115.557.606,901.001.458,115557606.0,901001458.0
Phải thu các bên thứ ba,Phải thu các bên thứ ba,Phải thu các bên thứ ba,77.954.365,66.522.202,77954365.0,66522202.0
