row_label_raw,row_label_full,Phải thu lãi cho vay,115.741.438,901.412.468,numeric__115.741.438,numeric__901.412.468
Phải thu khác,Phải thu khác,Phải thu khác,2.366.841,2.366.841,2366841.0,2366841.0
,,,118.108.279,903.779.309,118108279.0,903779309.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,1.002.694.768,1.881.694.844,1002694768.0,1881694844.0
Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,Dự phòng phải thu khó đòi,(150.300.795),(874.827.850),-150300795.0,-874827850.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,852.393.973,1.006.866.994,852393973.0,1006866994.0
