row_label_raw,row_label_full,Chi trả hộ,711.029.198,789.679.663,numeric__711.029.198,numeric__789.679.663
Phải thu lãi cho vay,Phải thu lãi cho vay,Phải thu lãi cho vay,152.642.354,180.568.798,152642354.0,180568798.0
Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,Tạm ứng cho nhân viên,18.081.410,4.806.834,18081410.0,4806834.0
Phải thu khác,Phải thu khác,Phải thu khác,2.833.527,2.860.240,2833527.0,2860240.0
,,,884.586.489,977.915.535,884586489.0,977915535.0
