row_label_raw,row_label_full,col_0,Số cuối năm,Ngân VND Số đầu năm,numeric__Số cuối năm,numeric__Ngân VND Số đầu năm
Nhân ứng trước của khách hàng thương mại,Nhân ứng trước của khách hàng thương mại,Nhân ứng trước của khách hàng thương mại,9.801.676,1.676.726,9801676.0,1676726.0
Nhân ứng trước của khách hàng dịch vụ xây dựng,Nhân ứng trước của khách hàng dịch vụ xây dựng,Nhân ứng trước của khách hàng dịch vụ xây dựng,6.432.959,410.201,6432959.0,410201.0
Nhân ứng trước của khách hàng mua căn hộ,Nhân ứng trước của khách hàng mua căn hộ,Nhân ứng trước của khách hàng mua căn hộ,-,517.884,,517884.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,16.234.635,2.604.811,16234635.0,2604811.0
Trong đó:,Trong đó:,Trong đó:,Trong đó:,Trong đó:,,
Ứng trước từ các bên liên quan (TM số 29),Trong đó: > Ứng trước từ các bên liên quan (TM số 29),Ứng trước từ các bên liên quan (TM số 29),15.073.046,772.641,15073046.0,772641.0
Ứng trước từ các bên thứ ba,Trong đó: > Ứng trước từ các bên thứ ba,Ứng trước từ các bên thứ ba,1.161.589,1.832.170,1161589.0,1832170.0
