row_label_raw,row_label_full,Cho vay ngắn hạn các bên liên quan (TM số 29) (i),4.532.763.528,3.930.680.511,numeric__4.532.763.528,numeric__3.930.680.511
Cho vay ngắn hạn các bên khác (ii),Cho vay ngắn hạn các bên khác (ii),Cho vay ngắn hạn các bên khác (ii),162.607.048,156.895.363,162607048.0,156895363.0
,,,4.695.370.576,4.087.575.874,4695370576.0,4087575874.0
