row_label_raw,row_label_full,Chi phí quản lý doanh nghiệp,(491.123.181),(140.796.233),(631.919.414),numeric__(491.123.181),numeric__(140.796.233),numeric__(631.919.414)
Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,Tổng lỗ kế toán trước thuế,(712.712.979),(140.796.233),(853.509.212),-712712979.0,-140796233.0,-853509212.0
Lỗ sau thuế TNDN,Lỗ sau thuế TNDN,Lỗ sau thuế TNDN,(713.495.700),(140.796.233),(854.291.933),-713495700.0,-140796233.0,-854291933.0
,,,Năm nay (đã được trình bày trước đây),Điều chỉnh,Năm nay (trình bày lại),,,
