row_label_raw,row_label_full,Cho vay dài hạn các bên liên quan(TM số 29) (i),2.573.947.288,8.777.568.963,numeric__2.573.947.288,numeric__8.777.568.963
Cho vay dài hạn các bên khác (ii),Cho vay dài hạn các bên khác (ii),Cho vay dài hạn các bên khác (ii),500.000,43.380.907,500000.0,43380907.0
Cho vay dài hạn Chính phủ Lào - Dự ánsân bay quốc tế Attapeu (iii),Cho vay dài hạn Chính phủ Lào - Dự ánsân bay quốc tế Attapeu (iii),Cho vay dài hạn Chính phủ Lào - Dự ánsân bay quốc tế Attapeu (iii),17.230.477,17.305.360,17230477.0,17305360.0
,,,2.591.677.765,8.838.255.230,2591677765.0,8838255230.0
TỔNG CỘNG,TỔNG CỘNG,TỔNG CỘNG,7.287.048.341,12.925.831.104,7287048341.0,12925831104.0
Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,Dự phòng phải thu về cho vay khó đòi,(1.748.914.571),(4.447.830.498),-1748914571.0,-4447830498.0
GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,GIÁ TRỊ THUÀN,5.538.133.770,8.478.000.606,5538133770.0,8478000606.0
