row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,Số cuối năm,Số đầu năm(Trình bày lại - Thuyết minh số 31),numeric__TÀI SẢN,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm(Trình bày lại - Thuyết minh số 31)
100,100,100,A. TÀI SẢN NGĂN HẠN,,4.480.020.883,3.756.642.744,,,4480020883.0,3756642744.0
110,110,110,I. Tiền,,18.717.492,116.834.469,,,18717492.0,116834469.0
111,111,111,1. Tiền,5,18.717.492,116.834.469,,5.0,18717492.0,116834469.0
130,130,130,II. Các khoản phải thu ngắn hạn,,4.432.812.503,3.617.109.674,,,4432812503.0,3617109674.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,6,467.532.255,416.053.861,,6.0,467532255.0,416053861.0
132,132,132,2. Trả trước cho người bán ngắn hạn,7,290.649.046,276.537.115,,7.0,290649046.0,276537115.0
135,135,135,3. Phải thu về cho vay ngắn hạn,8,4.695.370.576,4.087.575.874,,8.0,4695370576.0,4087575874.0
136,136,136,4. Phải thu ngắn hạn khác,9,884.586.489,977.915.535,,9.0,884586489.0,977915535.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,"6, 8, 9",(1.905.325.863),(2.140.972.711),,,-1905325863.0,-2140972711.0
140,140,140,III. Hàng tồn kho,10,23.063.944,16.769.562,,10.0,23063944.0,16769562.0
141,141,141,1. Hàng tồn kho,,23.063.944,17.043.880,,,23063944.0,17043880.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,-,(274.318),,,,-274318.0
150,150,150,IV. Tài sản ngắn hạn khác,,5.426.944,5.929.039,,,5426944.0,5929039.0
151,151,151,1. Chi phí trả trước ngắn hạn,,275.394,429.859,,,275394.0,429859.0
152,152,152,2. Thuế GTGT được khấu trừ,,1.967.635,1.776.848,,,1967635.0,1776848.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,,3.183.915,3.722.332,,,3183915.0,3722332.0
200,200,200,B. TÀI SẢN DÀI HẠN,,11.336.186.802,13.430.637.398,,,11336186802.0,13430637398.0
210,210,210,I. Các khoản phải thu dài hạn,,2.707.316.687,6.535.694.516,,,2707316687.0,6535694516.0
215,215,215,1. Phải thu về cho vay dài hạn,8,2.591.677.765,8.838.255.230,,8.0,2591677765.0,8838255230.0
216,216,216,2. Phải thu dài hạn khác,9,118.108.279,903.779.309,,9.0,118108279.0,903779309.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,"8, 9",(2.469.357),(3.206.340.023),,,-2469357.0,-3206340023.0
220,220,220,II. Tài sản cố định,,186.932.639,197.156.679,,,186932639.0,197156679.0
221,221,221,1. Tài sản cố định hữu hình,11,160.372.389,169.314.359,,11.0,160372389.0,169314359.0
222,222,222,Nguyên giá,,289.436.944,290.309.443,,,289436944.0,290309443.0
223,223,223,Giá trị khấu hao lũy kế,,(129.064.555),(120.995.084),,,-129064555.0,-120995084.0
227,227,227,2. Tài sản cố định vô hình,12,26.560.250,27.842.320,,12.0,26560250.0,27842320.0
228,228,228,Nguyên giá,,40.450.152,40.450.152,,,40450152.0,40450152.0
229,229,229,Giá trị hao mòn lũy kế,,(13.889.902),(12.607.832),,,-13889902.0,-12607832.0
230,230,230,III. Bất động sản đầu tư,13,65.237.146,67.867.999,,13.0,65237146.0,67867999.0
231,231,231,1. Nguyên giá,,74.075.831,74.075.831,,,74075831.0,74075831.0
232,232,232,2. Giá trị khấu hao lũy kế,,(8.838.685),(6.207.832),,,-8838685.0,-6207832.0
240,240,240,IV. Tài sản dở dang dài hạn,,11.355.948,9.752.230,,,11355948.0,9752230.0
242,242,242,1. Chi phí xây dựng cơ bản dở dang,,11.355.948,9.752.230,,,11355948.0,9752230.0
250,250,250,V. Đầu tư tài chính dài hạn,14,8.354.085.245,6.609.511.112,,14.0,8354085245.0,6609511112.0
251,251,251,1. Đầu tư vào công ty con,,8.418.504.194,6.656.151.071,,,8418504194.0,6656151071.0
252,252,252,2. Đầu tư vào công ty liên kết,,5.000.000,5.000.000,,,5000000.0,5000000.0
253,253,253,3. Đầu tư góp vốn vào đơn vị khác,,7.360.041,7.360.041,,,7360041.0,7360041.0
254,254,254,4. Dự phòng đầu tư tài chính dài hạn,,(76.778.990),(59.000.000),,,-76778990.0,-59000000.0
260,260,260,VI. Tài sản dài hạn khác,,11.259.137,10.654.862,,,11259137.0,10654862.0
261,261,261,1. Chi phí trả trước dài hạn,15,11.235.076,10.654.862,,15.0,11235076.0,10654862.0
262,262,262,2. Tài sản thuế thu nhập hoãn lại,28.2,24.061,-,,282.0,24061.0,
270,270,270,TỔNG CỘNG TÀI SẢN,,15.816.207.685,17.187.280.142,,,15816207685.0,17187280142.0
