row_label_raw,row_label_full,col_0,Vốn đầu tư của chủ sở hữu,Vốn khác của chủ sở hữu,Cổ phiếu quỹ,Quỹ khác thuộc vốn chủ sở hữu,Quỹ đầu tư phát triển,Lợi nhuận chưa phân phối,Lợi ích cổ đông không kiểm soát,Cộng,numeric__Vốn đầu tư của chủ sở hữu,numeric__Vốn khác của chủ sở hữu,numeric__Cổ phiếu quỹ,numeric__Quỹ khác thuộc vốn chủ sở hữu,numeric__Quỹ đầu tư phát triển,numeric__Lợi nhuận chưa phân phối,numeric__Lợi ích cổ đông không kiểm soát,numeric__Cộng
,,,VND,VND,VND,VND,VND,VND,VND,VND,,,,,,,,
Số dữ đầu năm nay,Số dữ đầu năm nay,Số dữ đầu năm nay,3.000.000.000.000,1.286.825.482,(10.000),14.345.072.839,110.830.404.280,(2.849.941.470.651),477.387.559.608,753.908.381.558,3000000000000.0,1286825482.0,-10000.0,14345072839.0,110830404280.0,-2849941470651.0,477387559608.0,753908381558.0
- Lãi trong năm nay,- Lãi trong năm nay,- Lãi trong năm nay,-,-,-,-,-,111.310.408.273,93.645.579.872,204.955.988.145,,,,,,111310408273.0,93645579872.0,204955988145.0
- Chia cổ tức bằng cổ phiếu tại Công ty con,- Chia cổ tức bằng cổ phiếu tại Công ty con,- Chia cổ tức bằng cổ phiếu tại Công ty con,-,4.983.002.619,-,-,-,(4.983.002.619),-,-,,4983002619.0,,,,-4983002619.0,,
- Chia cổ tức tại Công ty con,- Chia cổ tức tại Công ty con,- Chia cổ tức tại Công ty con,-,-,-,-,-,-,(264.009.569),(264.009.569),,,,,,,-264009569.0,-264009569.0
- Tăng khác,- Tăng khác,- Tăng khác,-,-,-,-,-,146.479.713,99.050.731,245.530.444,,,,,,146479713.0,99050731.0,245530444.0
- Phân phối lợi nhuận,- Phân phối lợi nhuận,- Phân phối lợi nhuận,-,-,-,-,-,(3.706.138.176),(2.499.746.476),(6.205.884.652),,,,,,-3706138176.0,-2499746476.0,-6205884652.0
- Điều chỉnh do thoái vốn tại Công ty con trong năm,- Điều chỉnh do thoái vốn tại Công ty con trong năm,- Điều chỉnh do thoái vốn tại Công ty con trong năm,-,-,-,-,-,78.102.846.814,204.444.010.712,282.546.857.526,,,,,,78102846814.0,204444010712.0,282546857526.0
- Điều chỉnh lợi ích tại Công ty con,- Điều chỉnh lợi ích tại Công ty con,- Điều chỉnh lợi ích tại Công ty con,-,-,-,-,-,7.688.319.366,(7.688.319.366),-,,,,,,7688319366.0,-7688319366.0,
- Giám khác,- Giám khác,- Giám khác,,-,-,-,-,(152.633.344),(137.947.989),(290.581.333),,,,,,-152633344.0,-137947989.0,-290581333.0
Số dư cuối năm nay,Số dư cuối năm nay,Số dư cuối năm nay,3.000.000.000.000,6.269.828.101,(10.000),14.345.072.839,110.830.404.280,(2.661.535.190.623),764.986.177.523,1.234.896.282.120,3000000000000.0,6269828101.0,-10000.0,14345072839.0,110830404280.0,-2661535190623.0,764986177523.0,1234896282120.0
