row_label_raw,row_label_full,col_0,31/12/2020 > Giá trị,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trị,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trị,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trị,numeric__01/01/2020 > Dự phòngVND
- Tiền(1),- Tiền(1),- Tiền(1),5.669.361.648,(3.509.548.253),5.669.361.648,(3.509.548.253),5669361648.0,-3509548253.0,5669361648.0,-3509548253.0
- Tài sản khác,- Tài sản khác,- Tài sản khác,1.830.294.293,(1.828.672.641),1.830.944.928,(1.828.672.641),1830294293.0,-1828672641.0,1830944928.0,-1828672641.0
,,,7.499.655.941,(5.338.220.894),7.500.306.576,(5.338.220.894),7499655941.0,-5338220894.0,7500306576.0,-5338220894.0
