row_label_raw,row_label_full,col_0,31/12/2020 > Giá trịVND,31/12/2020 > Dự phòngVND,01/01/2020 > Giá trịVND,01/01/2020 > Dự phòngVND,numeric__31/12/2020 > Giá trịVND,numeric__31/12/2020 > Dự phòngVND,numeric__01/01/2020 > Giá trịVND,numeric__01/01/2020 > Dự phòngVND
Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn,,,,
- Công ty Cổ phần Robot Tosy,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Robot Tosy,- Công ty Cổ phần Robot Tosy,28.283.010.000,(28.283.010.000),28.283.010.000,(28.283.010.000),28283010000.0,-28283010000.0,28283010000.0,-28283010000.0
- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,- Công ty Cổ phần Đầu tư và Xây dựng Sông Đà,20.635.963.722,(20.635.963.722),20.635.963.722,(20.635.963.722),20635963722.0,-20635963722.0,20635963722.0,-20635963722.0
- Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,- Công ty Cổ phần Đầu tư Xây dựng và Kinh doanh Nhà,12.015.448.545,-,12.015.448.545,-,12015448545.0,,12015448545.0,
- Công ty Cổ phần Thương mại Mika,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty Cổ phần Thương mại Mika,- Công ty Cổ phần Thương mại Mika,6.647.496.885,(6.647.496.885),6.647.496.885,(6.647.496.885),6647496885.0,-6647496885.0,6647496885.0,-6647496885.0
- Cửa hàng 35 Cộng Hòa,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Cửa hàng 35 Cộng Hòa,- Cửa hàng 35 Cộng Hòa,556.328.045,-,11.517.868.992,-,556328045.0,,11517868992.0,
- Cửa hàng 236 Khánh Hội,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Cửa hàng 236 Khánh Hội,- Cửa hàng 236 Khánh Hội,300.753.232,-,4.176.429.151,-,300753232.0,,4176429151.0,
- Công ty TNHH An Việt Hà Nội,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Công ty TNHH An Việt Hà Nội,- Công ty TNHH An Việt Hà Nội,12.600.000.000,-,-,-,12600000000.0,,,
- Các khoản phải thu khách hàng khác,Phải thu của khách hàng chi tiết theo khách hàng có số dư lớn > - Các khoản phải thu khách hàng khác,- Các khoản phải thu khách hàng khác,68.575.498.181,(37.229.794.448),71.945.467.104,(38.559.825.477),68575498181.0,-37229794448.0,71945467104.0,-38559825477.0
,,,149.614.498.610,(92.796.265.055),155.221.684.399,(94.126.296.084),149614498610.0,-92796265055.0,155221684399.0,-94126296084.0
