row_label_raw,row_label_full,col_0,31/12/2020 > Giá gốc,01/01/2020 > Giá trị có thể thu hồi,numeric__31/12/2020 > Giá gốc,numeric__01/01/2020 > Giá trị có thể thu hồi
,,,VND,VND,,
Mua sắm,Mua sắm,Mua sắm,147.400.000,147.400.000,147400000.0,147400000.0
- Phần mềm kế toán hợp nhất Bravo,- Phần mềm kế toán hợp nhất Bravo,- Phần mềm kế toán hợp nhất Bravo,147.400.000,147.400.000,147400000.0,147400000.0
Xây dựng cơ bản,Xây dựng cơ bản,Xây dựng cơ bản,211.913.040.570,211.478.624.387,211913040570.0,211478624387.0
- Dự án Starcity Westlake Hanoi\( ^{(1)} \),- Dự án Starcity Westlake Hanoi\( ^{(1)} \),- Dự án Starcity Westlake Hanoi\( ^{(1)} \),171.184.160.168,171.184.160.168,171184160168.0,171184160168.0
- Dự án trồng rừng tại Lạng Sơn,- Dự án trồng rừng tại Lạng Sơn,- Dự án trồng rừng tại Lạng Sơn,6.400.216.451,6.400.216.451,6400216451.0,6400216451.0
- Dự án Licogi 19\( ^{(2)} \),- Dự án Licogi 19\( ^{(2)} \),- Dự án Licogi 19\( ^{(2)} \),13.575.305.115,13.575.305.115,13575305115.0,13575305115.0
- Dự án 25 Trần Khánh Du\( ^{(2)} \),- Dự án 25 Trần Khánh Du\( ^{(2)} \),- Dự án 25 Trần Khánh Du\( ^{(2)} \),16.422.107.909,16.422.107.909,16422107909.0,16422107909.0
- Các công trình khác,- Các công trình khác,- Các công trình khác,4.331.250.927,3.896.834.744,4331250927.0,3896834744.0
,,,212.060.440.570,211.626.024.387,212060440570.0,211626024387.0
