row_label_raw,row_label_full,col_0,Mã số Số liệu trên Báo cáo tài chính hợp nhất năm trước,Mã số Số liệu trên Báo cáo tài chính hợp nhất năm trước_1,Số liệu điều chỉnh lại,Chênh lệch,numeric__Mã số Số liệu trên Báo cáo tài chính hợp nhất năm trước,numeric__Mã số Số liệu trên Báo cáo tài chính hợp nhất năm trước_1,numeric__Số liệu điều chỉnh lại,numeric__Chênh lệch
,,,,VND,VND,VND,,,,
a/ Băng cân đối kế toán hợp nhất,a/ Băng cân đối kế toán hợp nhất,a/ Băng cân đối kế toán hợp nhất,a/ Băng cân đối kế toán hợp nhất,a/ Băng cân đối kế toán hợp nhất,a/ Băng cân đối kế toán hợp nhất,a/ Băng cân đối kế toán hợp nhất,,,,
Dự phòng phải thu ngắn hạn khó đòi (*),a/ Băng cân đối kế toán hợp nhất > Dự phòng phải thu ngắn hạn khó đòi (*),Dự phòng phải thu ngắn hạn khó đòi (*),137,(4.042.641.586.956),(4.049.528.246.955),(6.886.659.999),137.0,-4042641586956.0,-4049528246955.0,-6886659999.0
LNST chưa phân phối lũy kế đến cuối năm trước (*),a/ Băng cân đối kế toán hợp nhất > LNST chưa phân phối lũy kế đến cuối năm trước (*),LNST chưa phân phối lũy kế đến cuối năm trước (*),421a,(2.917.679.776.590),(2.924.566.436.589),(6.886.659.999),,-2917679776590.0,-2924566436589.0,-6886659999.0
