row_label_raw,row_label_full,col_0,Giá trị số kế toán > 31/12/2020,Giá trị số kế toán > 01/01/2020,numeric__Giá trị số kế toán > 31/12/2020,numeric__Giá trị số kế toán > 01/01/2020
Nợ phải trả tài chính,Nợ phải trả tài chính,Nợ phải trả tài chính,VND,VND,,
Vay và nợ,Nợ phải trả tài chính > Vay và nợ,Vay và nợ,153.301.588.029,703.751.102.306,153301588029.0,703751102306.0
"Phải trả người bán, phải trả khác","Nợ phải trả tài chính > Phải trả người bán, phải trả khác","Phải trả người bán, phải trả khác",1.347.610.223.411,1.687.456.661.027,1347610223411.0,1687456661027.0
Chi phí phải trả,Nợ phải trả tài chính > Chi phí phải trả,Chi phí phải trả,188.754.835.947,227.453.104.951,188754835947.0,227453104951.0
,,,1.689.666.647.387,2.618.660.868.284,1689666647387.0,2618660868284.0
