row_label_raw,row_label_full,Mã số,NGUỒN VỐN,NGUỒN VỐN_1,NGUỒN VỐN_2,31/12/2020 > VND,01/01/2020(Đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__NGUỒN VỐN_1,numeric__NGUỒN VỐN_2,numeric__31/12/2020 > VND,numeric__01/01/2020(Đã điều chỉnh) > VND
400,400,400,D. VỐN CHỦ SỞ HỮ'U,D. VỐN CHỦ SỞ HỮ'U,D. VỐN CHỦ SỞ HỮ'U,1.234.896.282.120,753.908.381.558,,,,1234896282120.0,753908381558.0
410,410,410,I. Vốn chủ sở hữu,25,25,1.234.896.282.120,753.908.381.558,,25.0,25.0,1234896282120.0,753908381558.0
411,411,411,1. Vốn góp của chủ sở hữu,,,3.000.000.000.000,3.000.000.000.000,,,,3000000000000.0,3000000000000.0
414,414,414,2. Vốn khác của chủ sở hữu,,,6.269.828.101,1.286.825.482,,,,6269828101.0,1286825482.0
415,415,415,3. Cổ phiếu quỹ,,,(10.000),(10.000),,,,-10000.0,-10000.0
418,418,418,4. Quỹ đầu tư phát triển,,,110.830.404.280,110.830.404.280,,,,110830404280.0,110830404280.0
420,420,420,5. Quỹ khác thuộc vốn chủ sở hữu,,,14.345.072.839,14.345.072.839,,,,14345072839.0,14345072839.0
421,421,421,6. Lợi nhuận sau thuế chưa phân phối,,,(2.661.535.190.623),(2.849.941.470.651),,,,-2661535190623.0,-2849941470651.0
421a,421a,421a,LNST chưa phân phối lũy kế đến cuối năm trước,,,(2.778.200.891.828),(2.924.566.436.589),,,,-2778200891828.0,-2924566436589.0
421b,421b,421b,LNST chưa phân phối năm nay,,,116.665.701.205,74.624.965.938,,,,116665701205.0,74624965938.0
429,429,429,7. Lợi ích cổ đông không kiểm soát,,,764.986.177.523,477.387.559.608,,,,764986177523.0,477387559608.0
440,440,440,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,TỔNG CỘNG NGUỒN VỐN,3.760.343.370.766,4.256.977.077.591,,,,3760343370766.0,4256977077591.0
