row_label_raw,row_label_full,col_0,31/12/2020 > Giá gốc,31/12/2020 > Giá trị có thể thu hồi,01/01/2020 > Giá gốc,01/01/2020 > Giá trị có thể thu hồi,numeric__31/12/2020 > Giá gốc,numeric__31/12/2020 > Giá trị có thể thu hồi,numeric__01/01/2020 > Giá gốc,numeric__01/01/2020 > Giá trị có thể thu hồi
,,,VND,VND,VND,VND,,,,
a. Ngắn hạn,a. Ngắn hạn,a. Ngắn hạn,4.327.309.481.174,431.466.299.231,4.645.305.443.225,595.777.196.270,4327309481174.0,431466299231.0,4645305443225.0,595777196270.0
- Phải thu về cho vay,- Phải thu về cho vay,- Phải thu về cho vay,1.413.884.169.169,162.201.000.000,1.442.484.169.169,308.592.798.526,1413884169169.0,162201000000.0,1442484169169.0,308592798526.0
- Phải thu ngắn hạn của khách hàng,- Phải thu ngắn hạn của khách hàng,- Phải thu ngắn hạn của khách hàng,92.833.093.054,36.827.999,94.195.648.823,69.352.739,92833093054.0,36827999.0,94195648823.0,69352739.0
- Phải thu ngắn hạn khác,- Phải thu ngắn hạn khác,- Phải thu ngắn hạn khác,2.623.587.992.826,246.758.786.185,2.914.793.218.657,262.620.859.323,2623587992826.0,246758786185.0,2914793218657.0,262620859323.0
- Tài sản thiếu chờ xử lý,- Tài sản thiếu chờ xử lý,- Tài sản thiếu chờ xử lý,7.499.655.941,2.161.435.047,7.500.306.576,2.162.085.682,7499655941.0,2161435047.0,7500306576.0,2162085682.0
- Trả trước cho người bán ngắn hạn,- Trả trước cho người bán ngắn hạn,- Trả trước cho người bán ngắn hạn,189.504.570.184,20.308.250.000,186.332.100.000,22.332.100.000,189504570184.0,20308250000.0,186332100000.0,22332100000.0
b. Dài hạn,b. Dài hạn,b. Dài hạn,914.074.890.721,382.418.670.596,857.318.390.721,325.662.170.596,914074890721.0,382418670596.0,857318390721.0,325662170596.0
- Trả trước cho người bán dài hạn,- Trả trước cho người bán dài hạn,- Trả trước cho người bán dài hạn,906.052.163.234,380.651.026.673,849.052.163.234,323.651.026.673,906052163234.0,380651026673.0,849052163234.0,323651026673.0
- Phải thu dài hạn khác,- Phải thu dài hạn khác,- Phải thu dài hạn khác,8.022.727.487,1.767.643.923,8.266.227.487,2.011.143.923,8022727487.0,1767643923.0,8266227487.0,2011143923.0
,,,5.241.384.371.895,813.884.969.827,5.502.623.833.946,921.439.366.866,5241384371895.0,813884969827.0,5502623833946.0,921439366866.0
