row_label_raw,row_label_full,Mã số,NGUỒN VỐN,NGUỒN VỐN_1,NGUỒN VỐN_2,31/12/2020 > VND,01/01/2020(Đã điều chỉnh) > VND,numeric__NGUỒN VỐN,numeric__NGUỒN VỐN_1,numeric__NGUỒN VỐN_2,numeric__31/12/2020 > VND,numeric__01/01/2020(Đã điều chỉnh) > VND
300,300,300,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,C. NỘ PHẢI TRẢ,2.525.447.088.646,3.503.068.696.033,,,,2525447088646.0,3503068696033.0
310,310,310,I. Nợ ngắn hạn,I. Nợ ngắn hạn,I. Nợ ngắn hạn,1.290.182.099.659,2.188.035.174.785,,,,1290182099659.0,2188035174785.0
311,311,311,1. Phải trả người bán ngắn hạn,1. Phải trả người bán ngắn hạn,19,40.601.751.029,58.522.790.437,,,19.0,40601751029.0,58522790437.0
312,312,312,2. Người mua trả tiền trước ngắn hạn,2. Người mua trả tiền trước ngắn hạn,20,267.075.418.467,286.388.329.267,,,20.0,267075418467.0,286388329267.0
313,313,313,3. Thuế và các khoản phải nộp Nhà nước,3. Thuế và các khoản phải nộp Nhà nước,21,187.805.826.564,181.813.945.792,,,21.0,187805826564.0,181813945792.0
314,314,314,4. Phải trả người lao động,4. Phải trả người lao động,,9.504.265.675,16.132.619.291,,,,9504265675.0,16132619291.0
315,315,315,5. Chi phí phải trả ngắn hạn,5. Chi phí phải trả ngắn hạn,22,188.754.835.947,190.055.194.729,,,22.0,188754835947.0,190055194729.0
318,318,318,6. Doanh thu chưa thực hiện ngắn hạn,6. Doanh thu chưa thực hiện ngắn hạn,24,10.967.416.631,10.975.581.330,,,24.0,10967416631.0,10975581330.0
319,319,319,7. Phải trả ngắn hạn khác,7. Phải trả ngắn hạn khác,23,575.663.375.154,894.592.052.225,,,23.0,575663375154.0,894592052225.0
320,320,320,8. Vay và nợ thuê tài chính ngắn hạn,8. Vay và nợ thuê tài chính ngắn hạn,18,-,543.719.935.395,,,18.0,,543719935395.0
321,321,321,9. Dự phòng phải trả ngắn hạn,9. Dự phòng phải trả ngắn hạn,,3.712.500,-,,,,3712500.0,
322,322,322,10. Quỹ khen thưởng phúc lợi,10. Quỹ khen thưởng phúc lợi,,9.805.497.692,5.834.726.319,,,,9805497692.0,5834726319.0
330,330,330,II. Nợ dài hạn,II. Nợ dài hạn,II. Nợ dài hạn,1.235.264.988.987,1.315.033.521.248,,,,1235264988987.0,1315033521248.0
331,331,331,1. Phải trả người bán dài hạn,1. Phải trả người bán dài hạn,19,3.922.928.954,3.922.928.954,,,19.0,3922928954.0,3922928954.0
333,333,333,2. Chi phí phải trả dài hạn,2. Chi phí phải trả dài hạn,22,-,37.397.910.222,,,22.0,,37397910222.0
336,336,336,3. Doanh thu chưa thực hiện dài hạn,3. Doanh thu chưa thực hiện dài hạn,24,287.428.797.316,296.079.834.014,,,24.0,287428797316.0,296079834014.0
337,337,337,4. Phải trả dài hạn khác,4. Phải trả dài hạn khác,23,727.422.168.274,730.418.889.411,,,23.0,727422168274.0,730418889411.0
338,338,338,5. Vay và nợ thuê tài chính dài hạn,5. Vay và nợ thuê tài chính dài hạn,18,153.301.588.029,160.031.166.911,,,18.0,153301588029.0,160031166911.0
341,341,341,6. Thuế thu nhập hoãn lại phải trả,6. Thuế thu nhập hoãn lại phải trả,37,63.189.506.414,87.182.791.736,,,37.0,63189506414.0,87182791736.0
