row_label_raw,row_label_full,Mã số,CHỈ TIÊU,Thuyết minh,Năm 2020 > VND,Năm 2019 > VND,numeric__CHỈ TIÊU,numeric__Thuyết minh,numeric__Năm 2020 > VND,numeric__Năm 2019 > VND
01,01,01,1. Doanh thu bán hàng và cung cấp dịch vụ,27,907.778.452.548,1.209.742.281.696,,27.0,907778452548.0,1209742281696.0
02,02,02,2. Các khoản giảm trừ doanh thu,28,4.233.675.168,816.704.801,,28.0,4233675168.0,816704801.0
10,10,10,3. Doanh thu thuần về bán hàng và cung cấp dịch vụ,,903.544.777.380,1.208.925.576.895,,,903544777380.0,1208925576895.0
11,11,11,4. Giá vốn hàng bán,29,524.952.667.869,691.377.231.252,,29.0,524952667869.0,691377231252.0
20,20,20,5. Lợi nhuận gộp về bán hàng và cung cấp dịch vụ,,378.592.109.511,517.548.345.643,,,378592109511.0,517548345643.0
21,21,21,6. Doanh thu hoạt động tài chính,30,284.224.146.313,61.429.578.482,,30.0,284224146313.0,61429578482.0
22,22,22,7. Chi phí tài chính,31,39.954.772.492,77.944.914.093,,31.0,39954772492.0,77944914093.0
23,23,23,Trong đó: Chi phí lãi vay,,28.696.533.102,77.594.719.707,,,28696533102.0,77594719707.0
24,24,24,"8. Phản lãi hoặc lỗ trong công ty liên doanh, liên kết",,4.713.857.367,9.360.247.358,,,4713857367.0,9360247358.0
25,25,25,9. Chi phí bán hàng,32,156.534.116.800,176.827.252.551,,32.0,156534116800.0,176827252551.0
26,26,26,10. Chi phí quản lý doanh nghiệp,33,241.731.572.664,194.302.418.821,,33.0,241731572664.0,194302418821.0
30,30,30,11. Lợi nhuận thuần từ hoạt động kinh doanh,,229.309.651.235,139.263.586.018,,,229309651235.0,139263586018.0
31,31,31,12. Thu nhập khác,34,993.927.007,1.264.391.354,,34.0,993927007.0,1264391354.0
32,32,32,13. Chi phí khác,35,13.860.862.810,15.745.098.675,,35.0,13860862810.0,15745098675.0
40,40,40,14. Lợi nhuận khác,,(12.866.935.803),(14.480.707.321),,,-12866935803.0,-14480707321.0
50,50,50,15. Tổng lợi nhuận kế toán trước thuế,,216.442.715.432,124.782.878.497,,,216442715432.0,124782878497.0
51,51,51,16. Chi phí thuế thu nhập doanh nghiệp hiện hành,36,35.514.287.356,42.264.799.336,,36.0,35514287356.0,42264799336.0
52,52,52,17. Chi phí thuế thu nhập doanh nghiệp hoãn lại,37,(24.027.560.069),(153.446.736),,37.0,-24027560069.0,-153446736.0
60,60,60,18. Lợi nhuận sau thuế thu nhập doanh nghiệp,,204.955.988.145,82.671.526.097,,,204955988145.0,82671526097.0
61,61,61,19. Lợi nhuận sau thuế của Công ty mẹ,,111.310.408.273,74.624.965.938,,,111310408273.0,74624965938.0
62,62,62,20. Lợi nhuận sau thuế của cổ đông không kiểm soát,,93.645.579.872,8.046.560.159,,,93645579872.0,8046560159.0
70,70,70,21. Lãi cơ bản trên cổ phiếu,38,371,249,,38.0,371.0,249.0
