row_label_raw,row_label_full,Tên công ty > Cảm cố cổ phiếu OCH tại các đơn vị:,Số lượng tại 31/12/2020 (Cổ phiếu),numeric__Số lượng tại 31/12/2020 (Cổ phiếu)
Công ty Cổ phần Giáo dục Quốc tế Thần Đồng\( ^{(1)} \),Công ty Cổ phần Giáo dục Quốc tế Thần Đồng\( ^{(1)} \),Công ty Cổ phần Giáo dục Quốc tế Thần Đồng\( ^{(1)} \),7.000.000,7000000.0
Công ty Cổ phần Bình Dương Xanh\( ^{(2)} \),Công ty Cổ phần Bình Dương Xanh\( ^{(2)} \),Công ty Cổ phần Bình Dương Xanh\( ^{(2)} \),8.000.000,8000000.0
Ngân hàng TMCP Quốc Dân\( ^{(3)} \),Ngân hàng TMCP Quốc Dân\( ^{(3)} \),Ngân hàng TMCP Quốc Dân\( ^{(3)} \),3.987.517,3987517.0
Ngân hàng TMCP Ngoại Thương Việt Nam\( ^{(4)} \),Ngân hàng TMCP Ngoại Thương Việt Nam\( ^{(4)} \),Ngân hàng TMCP Ngoại Thương Việt Nam\( ^{(4)} \),19.339.902,19339902.0
Tổng:,Tổng:,Tổng:,38.327.419,38327419.0
