row_label_raw,row_label_full,31/12/2020,31/12/2020_1,01/01/2020,01/01/2020_1,numeric__31/12/2020_1,numeric__01/01/2020,numeric__01/01/2020_1
Giá gốc,Giá gốc,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,
VND,VND,VND,VND,VND,VND,,,
-,VND > -,-,-,50.000.000.000,-,,50000000000.0,
4.423.700.000,VND > 4.423.700.000,4.423.700.000,(399.407.966),11.616.900.000,(399.407.966),-399407966.0,11616900000.0,-399407966.0
22.000.000.000,VND > 22.000.000.000,22.000.000.000,(22.000.000.000),22.000.000.000,(22.000.000.000),-22000000000.0,22000000000.0,-22000000000.0
11.430.000.000,VND > 11.430.000.000,11.430.000.000,(3.497.831.075),11.430.000.000,(3.422.363.089),-3497831075.0,11430000000.0,-3422363089.0
11.250.000.000,VND > 11.250.000.000,11.250.000.000,(11.250.000.000),11.250.000.000,-,-11250000000.0,11250000000.0,
11.220.000.000,VND > 11.220.000.000,11.220.000.000,(9.486.859.227),11.220.000.000,(9.486.859.227),-9486859227.0,11220000000.0,-9486859227.0
2.000.000.000,VND > 2.000.000.000,2.000.000.000,-,2.000.000.000,-,,2000000000.0,
1.530.000.000,VND > 1.530.000.000,1.530.000.000,(638.063.141),1.530.000.000,(251.133.428),-638063141.0,1530000000.0,-251133428.0
63.853.700.000,VND > 63.853.700.000,63.853.700.000,(47.272.161.409),121.046.900.000,(35.559.763.710),-47272161409.0,121046900000.0,-35559763710.0
