row_label_raw,row_label_full,col_0,Đơn vị tính,31/12/2020,01/01/2020,numeric__Đơn vị tính,numeric__31/12/2020,numeric__01/01/2020
Đô la Mỹ,Đô la Mỹ,Đô la Mỹ,USD,"244.479,89","2.005.690,77",,244479.89,2005690.77
Euro,Euro,Euro,JPY,-,"10.000,00",,,10000.0
Yên Nhật,Yên Nhật,Yên Nhật,AUD,-,"800,00",,,800.0
Đô la Úc,Đô la Úc,Đô la Úc,EUR,-,"220,00",,,220.0
