row_label_raw,row_label_full,col_0,31/12/2020 > Địa chỉ,31/12/2020 > Tỷ lệ lợi ích,31/12/2020 > Tỷ lệ quyền biểu quyết,01/01/2020 > Giá trị ghi số theo phương pháp Vốn chủ sở hữu,01/01/2020 > Tỷ lệ lợi ích,01/01/2020 > Tỷ lệ quyền biểu quyết,numeric__31/12/2020 > Địa chỉ,numeric__31/12/2020 > Tỷ lệ lợi ích,numeric__31/12/2020 > Tỷ lệ quyền biểu quyết,numeric__01/01/2020 > Giá trị ghi số theo phương pháp Vốn chủ sở hữu,numeric__01/01/2020 > Tỷ lệ lợi ích,numeric__01/01/2020 > Tỷ lệ quyền biểu quyết
,,,VND,VND,VND,,VND,VND,,,,,,
"Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam","Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam","Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam",Bắc Ninh,21%,21%,133.797.746.317,"21,00%","21,00%",,0.21,0.21,133797746317.0,0.21,0.21
"Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam","Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam","Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam",Bắc Ninh,"49,1%","49,1%",-,-,-,,0.491,0.491,,,
"Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam","Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam","Đầu tư vào công ty liên doanh, liên kết- Công ty Cổ phần Đầu tư BỘT Hà Nội - Bắc Giang [ii]- Công ty Cổ phần Dịch vụ Hỗ trợ và Phát triển Đầu tư Quảng Nam",Bắc Ninh,,,133.797.746.317,,129.083.888.950,,,,133797746317.0,,129083888950.0
