row_label_raw,row_label_full,Mã số,TÀI SẢN,Thuyết minh,31/12/2020 > VND,01/01/2020 (Đã điều chỉnh) > VND,numeric__TÀI SẢN,numeric__Thuyết minh,numeric__31/12/2020 > VND,numeric__01/01/2020 (Đã điều chỉnh) > VND
100,100,100,A. TÀI SẢN NGẮN HẠN,,1.839.072.082.217,1.795.856.631.603,,,1839072082217.0,1795856631603.0
110,110,110,I. Tiền và các khoản tương đương tiền,03,288.488.166.924,223.627.139.409,,3.0,288488166924.0,223627139409.0
111,111,111,1. Tiền,,116.771.422.551,132.671.798.360,,,116771422551.0,132671798360.0
112,112,112,2. Các khoản tương đương tiền,,171.716.744.373,90.955.341.049,,,171716744373.0,90955341049.0
120,120,120,II. Đầu tư tài chính ngắn hạn,04,268.814.834.615,215.075.298.200,,4.0,268814834615.0,215075298200.0
121,121,121,1. Chứng khoán kinh doanh,,101.315.014.659,53.998.597.559,,,101315014659.0,53998597559.0
122,122,122,2. Dự phòng giảm giá chứng khoán kinh doanh,,(42.863.029.359),(43.367.299.359),,,-42863029359.0,-43367299359.0
123,123,123,3. Đầu tư nắm giữ đến ngày đáo hạn,,216.362.849.315,204.444.000.000,,,216362849315.0,204444000000.0
130,130,130,III. Các khoản phải thu ngắn hạn,,982.339.045.193,1.030.219.746.074,,,982339045193.0,1030219746074.0
131,131,131,1. Phải thu ngắn hạn của khách hàng,G5,149.614.498.610,155.221.684.399,,,149614498610.0,155221684399.0
132,132,132,2. Trà trước cho người bán ngắn hạn,06,567.193.448.947,503.721.305.828,,6.0,567193448947.0,503721305828.0
135,135,135,3. Phải thu về cho vay ngắn hạn,G7,1.413.884.169.169,1.442.484.169.169,,,1413884169169.0,1442484169169.0
136,136,136,4. Phải thu ngắn hạn khác,G8,2.739.990.454.469,2.976.820.527.057,,,2739990454469.0,2976820527057.0
137,137,137,5. Dự phòng phải thu ngắn hạn khó đòi,,(3.895.843.181.943),(4.049.528.246.955),,,-3895843181943.0,-4049528246955.0
139,139,139,6. Tài sản thiếu chờ xử lý,09,7.499.655.941,7.500.306.576,,9.0,7499655941.0,7500306576.0
140,140,140,IV. Hàng tồn kho,11,277.464.050.454,294.829.940.872,,11.0,277464050454.0,294829940872.0
141,141,141,1. Hàng tồn kho,,282.318.418.016,299.684.308.434,,,282318418016.0,299684308434.0
149,149,149,2. Dự phòng giảm giá hàng tồn kho,,(4.854.367.562),(4.854.367.562),,,-4854367562.0,-4854367562.0
150,150,150,V. Tài sản ngắn hạn khác,,21.965.985.031,32.104.507.647,,,21965985031.0,32104507647.0
151,151,151,1. Chi phí trả trước ngắn hạn,16,2.423.872.234,8.694.049.026,,16.0,2423872234.0,8694049026.0
152,152,152,2. Thuế GTGT được khấu trừ,,8.029.664.907,11.320.529.756,,,8029664907.0,11320529756.0
153,153,153,3. Thuế và các khoản khác phải thu Nhà nước,21,11.512.447.890,12.089.928.265,,21.0,11512447890.0,12089928265.0
203,203,203,B. TÀI SẢN DẢI HẠN,,1.921.271.288.549,2.461.120.445.989,,,1921271288549.0,2461120445989.0
210,210,210,I. Các khoản phải thu dài hạn,,382.426.670.596,382.662.170.596,,,382426670596.0,382662170596.0
212,212,212,1. Trà trước cho người bán dài hạn,06,906.052.153.234,906.052.163.234,,6.0,906052153234.0,906052163234.0
216,216,216,2. Phải thu dài hạn khác,08,8.030.727.487,8.266.227.487,,8.0,8030727487.0,8266227487.0
219,219,219,3. Dự phòng phải thu dài hạn khó đòi,,(531.656.220.125),(531.656.220.125),,,-531656220125.0,-531656220125.0
