row_label_raw,row_label_full,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Số cuối năm > 20.617.751.900,Số đầu năm > 23.664.590.831,numeric__Số cuối năm > 20.617.751.900,numeric__Số đầu năm > 23.664.590.831
Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước,Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước,5.840.200.000,-,5840200000.0,
Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,Công ty Cổ phần Kinh doanh và Phát triển Bình Dương,2.770.361.564,270.697.698.000,2770361564.0,270697698000.0
Phải trả các nhà cung cấp,Phải trả các nhà cung cấp,Phải trả các nhà cung cấp,51.296.693.110,96.278.772.409,51296693110.0,96278772409.0
Công ty TNHH Tư vấn và Kỹ thuật Bách Phương,Công ty TNHH Tư vấn và Kỹ thuật Bách Phương,Công ty TNHH Tư vấn và Kỹ thuật Bách Phương,4.172.026.410,30.246.089.384,4172026410.0,30246089384.0
Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,Công ty Cổ phần Đầu tư và Xây dựng Bình Dương ACC,3.815.283.045,12.586.024.394,3815283045.0,12586024394.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,43.309.383.655,53.446.658.631,43309383655.0,53446658631.0
Cộng,Cộng,Cộng,433.019.636.407,744.288.960.547,433019636407.0,744288960547.0
