row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
Phải thu các bên liên quan,Phải thu các bên liên quan,Phải thu các bên liên quan,37.933.122.077,-,36.360.284.901,-,37933122077.0,,36360284901.0,
Tổng Công ty Đầu tư và Phát triểnCông nghiệp - CTCP - Phải thu tiên lợi nhuận được chia từ Dự ánBecamex City Center,Tổng Công ty Đầu tư và Phát triểnCông nghiệp - CTCP - Phải thu tiên lợi nhuận được chia từ Dự ánBecamex City Center,Tổng Công ty Đầu tư và Phát triểnCông nghiệp - CTCP - Phải thu tiên lợi nhuận được chia từ Dự ánBecamex City Center,16.185.034.893,-,16.887.533.829,-,16185034893.0,,16887533829.0,
Công ty TNHH MTV Khách sạnBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạnBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Khách sạnBecamex - Phải thu tiền cổ tức,13.991.140.423,-,7.195.110.626,-,13991140423.0,,7195110626.0,
Công ty TNHH MTV Thương mạiBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Thương mạiBecamex - Phải thu tiền cổ tức,Công ty TNHH MTV Thương mạiBecamex - Phải thu tiền cổ tức,4.180.837.147,-,9.012.044.603,-,4180837147.0,,9012044603.0,
Công ty TNHH MTV WTC BìnhDương - Phải thu tiền cổ tức,Công ty TNHH MTV WTC BìnhDương - Phải thu tiền cổ tức,Công ty TNHH MTV WTC BìnhDương - Phải thu tiền cổ tức,3.576.109.614,-,3.265.595.843,-,3576109614.0,,3265595843.0,
Phải thu các tổ chức và cá nhânkhác,Phải thu các tổ chức và cá nhânkhác,Phải thu các tổ chức và cá nhânkhác,6.710.004.451,-,9.507.860.804,-,6710004451.0,,9507860804.0,
Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt độngchuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt độngchuyển nhượng bất động sản,Thuế thu nhập doanh nghiệp tạm nộp cho số tiền nhận trước từ hoạt độngchuyển nhượng bất động sản,79.545.185,-,1.303.611.231,-,79545185.0,,1303611231.0,
Tạm ứng công tác,Tạm ứng công tác,Tạm ứng công tác,540.514.688,-,393.288.474,-,540514688.0,,393288474.0,
"Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn","Ký quỹ, ký cược ngắn hạn",40.000.000,-,40.000.000,-,40000000.0,,40000000.0,
Lãi dự thu,Lãi dự thu,Lãi dự thu,53.260.274,-,258.863.014,-,53260274.0,,258863014.0,
Phải thu tiền chi hộ làm số cho khách hàng,Phải thu tiền chi hộ làm số cho khách hàng,Phải thu tiền chi hộ làm số cho khách hàng,2.572.636.111,,1.005.150.512,,2572636111.0,,1005150512.0,
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,3.424.048.193,-,6.506.947.573,-,3424048193.0,,6506947573.0,
Cộng,Cộng,Cộng,44.643.126.528,-,45.868.145.705,-,44643126528.0,,45868145705.0,
