row_label_raw,row_label_full,Số đầu năm > Mua trong năm,Nguyên giá > 23.606.384.979 > 1.635.415.803,Hao mòn lũy kế > 8.958.214.440,Giá trị còn lại > 14.648.170.539,numeric__Nguyên giá > 23.606.384.979 > 1.635.415.803,numeric__Hao mòn lũy kế > 8.958.214.440,numeric__Giá trị còn lại > 14.648.170.539
Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,Đầu tư xây dựng cơ bản hoàn thành,99.000.000,,,99000000.0,,
Khấu hao trong năm,Khấu hao trong năm,Khấu hao trong năm,,2.256.001.462,,,2256001462.0,
Số cuối năm,Số cuối năm,Số cuối năm,25.340.800.782,11.214.215.902,14.126.584.880,25340800782.0,11214215902.0,14126584880.0
