row_label_raw,row_label_full,col_0,Số đầu năm,Tăng do trích lập từ lợi nhuận,Chi quỹ trong năm,Số cuối năm,numeric__Số đầu năm,numeric__Tăng do trích lập từ lợi nhuận,numeric__Chi quỹ trong năm,numeric__Số cuối năm
"Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi","Quỹ khen thưởng, phúc lợi",36.446.951.756,24.683.548.460,(13.926.196.456),47.204.303.760,36446951756.0,24683548460.0,-13926196456.0,47204303760.0
"Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành","Quỹ thưởng Ban quản lý, điều hành",190.000.000,1.234.200.000,(1.234.000.000),190.200.000,190000000.0,1234200000.0,-1234000000.0,190200000.0
Cộng,Cộng,Cộng,36.636.951.756,25.917.748.460,(15.160.196.456),47.394.503.760,36636951756.0,25917748460.0,-15160196456.0,47394503760.0
