row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Năm nay,Năm trước,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Năm nay,numeric__Năm trước
I.,I.,I.,Lưu chuyển tiền từ hoạt động kinh doanh,,,,,,,,,
1.,I. > 1.,1.,Lợi nhuận trước thuế,01,,459.975.069.460,614.923.790.869,,1.0,,459975069460.0,614923790869.0
2.,2.,2.,Điều chỉnh cho các khoản:,,,,,,,,,
-,2. > -,-,Khẩu hao tài sản cố định và bất động sản đầu tư,02,V.8;V.9;V.10,57.430.326.190,54.051.392.710,,2.0,,57430326190.0,54051392710.0
-,2. > -,-,Các khoản dự phòng,03,V.13,(680.000.000),(7.297.481.005),,3.0,,-680000000.0,-7297481005.0
-,2. > -,-,"Lãi, lỗ chênh lệch tỷ giá hối đoái do đánh giá lại các khoản mục tiền tệ có gốc ngoại tệ",04,,-,-,,4.0,,,
-,2. > -,-,"Lãi, lỗ từ hoạt động đầu tư",05,VI.4;VI.8,(24.876.183.066),(15.250.660.371),,5.0,,-24876183066.0,-15250660371.0
-,2. > -,-,Chi phí lãi vay,06,VI.5,71.688.784.363,78.364.171.276,,6.0,,71688784363.0,78364171276.0
-,2. > -,-,Các khoản điều chỉnh khác,07,,-,-,,7.0,,,
3.,2. > 3.,3.,Lợi nhuận từ hoạt động kinh doanh trước thay đổi vốn lưu động,08,,563.537.996.947,724.791.213.479,,8.0,,563537996947.0,724791213479.0
-,2. > -,-,"Tăng, giảm các khoản phải thu",09,,(100.199.873.693),3.202.697.908,,9.0,,-100199873693.0,3202697908.0
-,2. > -,-,"Tăng, giảm hàng tồn kho",10,,486.256.685.692,457.234.575.281,,10.0,,486256685692.0,457234575281.0
-,2. > -,-,"Tăng, giảm các khoản phải trả",11,,(556.679.196.765),(737.185.383.927),,11.0,,-556679196765.0,-737185383927.0
-,2. > -,-,"Tăng, giảm chi phí trả trước",12,,(29.556.120.750),(2.544.806.970),,12.0,,-29556120750.0,-2544806970.0
-,2. > -,-,"Tăng, giảm chứng khoán kinh doanh",13,,-,-,,13.0,,,
-,2. > -,-,Tiền lãi vay đã trả,14,V.18;VI.5,(74.843.822.324),(64.588.999.400),,14.0,,-74843822324.0,-64588999400.0
-,2. > -,-,Thuế thu nhập doanh nghiệp đã nộp,15,V.16,(32.622.759.947),(59.847.072.404),,15.0,,-32622759947.0,-59847072404.0
-,2. > -,-,Tiền thu khác từ hoạt động kinh doanh,16,,-,-,,16.0,,,
-,2. > -,-,Tiền chi khác cho hoạt động kinh doanh,17,V.21,(15.160.196.456),(17.074.320.778),,17.0,,-15160196456.0,-17074320778.0
,,,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,,240.732.712.704,303.987.903.189,,20.0,,240732712704.0,303987903189.0
II.,II.,II.,Lưu chuyển tiền từ hoạt động đầu tư,,,,,,,,,
1.,II. > 1.,1.,"Tiền chi đề mua sắm, xây dựng tài sản cố định và các tài sản dài hạn khác",21,V.8;V.9;V.12; V.14,(20.438.011.398),(73.632.638.687),,21.0,,-20438011398.0,-73632638687.0
2.,II. > 2.,2.,"Tiền thu từ thanh lý, nhượng bán tài sản cố định và các tài sản dài hạn khác",22,,-,123.636.364,,22.0,,,123636364.0
3.,II. > 3.,3.,"Tiền chi cho vay, mua các công cụ nợ của đơn vị khác",23,,-,-,,23.0,,,
4.,II. > 4.,4.,"Tiền thu hồi cho vay, bán lại các công cụ nợ của đơn vị khác",24,,-,-,,24.0,,,
5.,II. > 5.,5.,Tiền chi đầu tư góp vốn vào đơn vị khác,25,V.13,(200.000.000.000),(40.198.714.093),,25.0,,-200000000000.0,-40198714093.0
6.,II. > 6.,6.,Tiền thu hồi đầu tư góp vốn vào đơn vị khác,26,V.13,10.000.000.000,-,,26.0,,10000000000.0,
7.,II. > 7.,7.,"Tiền thu lãi cho vay, cổ tức và lợi nhuận được chia",27,V.4;VI.4,22.806.449.694,5.874.447.585,,27.0,,22806449694.0,5874447585.0
,,,Lưu chuyển tiền thuần từ hoạt động đầu tư,30,,(187.631.561.704),(107.833.268.831),,30.0,,-187631561704.0,-107833268831.0
