row_label_raw,row_label_full,col_0,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
,,,Giá gốc,Dự phòng,Giá gốc,Dự phòng,,,,
Đầu tư vào công ty con Công ty TNHH MTV,Đầu tư vào công ty con Công ty TNHH MTV,Đầu tư vào công ty con Công ty TNHH MTV,36.377.481.005,-,36.377.481.005,-,36377481005.0,,36377481005.0,
Khách sạn Becamex (i),Khách sạn Becamex (i),Khách sạn Becamex (i),11.377.481.005,-,11.377.481.005,-,11377481005.0,,11377481005.0,
Công ty TNHH MTV,Công ty TNHH MTV,Công ty TNHH MTV,20.000.000.000,-,20.000.000.000,-,20000000000.0,,20000000000.0,
Thương mại Becamex(ii),Thương mại Becamex(ii),Thương mại Becamex(ii),20.000.000.000,-,20.000.000.000,-,20000000000.0,,20000000000.0,
Công ty TNHH MTV WTC,Công ty TNHH MTV WTC,Công ty TNHH MTV WTC,5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
Bình Dương(iii),Bình Dương(iii),Bình Dương(iii),5.000.000.000,-,5.000.000.000,-,5000000000.0,,5000000000.0,
Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,Đầu tư góp vốn vào đơn vị khác,227.000.000.000,(3.400.000.000),37.000.000.000,(4.080.000.000),227000000000.0,-3400000000.0,37000000000.0,-4080000000.0
Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(iv),Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(iv),Công ty Cổ phần Công nghệ & Truyền thông Việt Nam(iv),17.000.000.000,(3.400.000.000),17.000.000.000,(4.080.000.000),17000000000.0,-3400000000.0,17000000000.0,-4080000000.0
Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Becamex(v),Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Becamex(v),Công ty Cổ phần Bệnh viện Đa khoa Quốc tế Becamex(v),10.000.000.000,-,20.000.000.000,-,10000000000.0,,20000000000.0,
Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước(vi),Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước(vi),Công ty Cổ phần Phát triển Hạ tầng Kỹ thuật Becamex - Bình Phước(vi),200.000.000.000,-,-,-,200000000000.0,,,
Cộng,Cộng,Cộng,263.377.481.005,(3.400.000.000),73.377.481.005,(4.080.000.000),263377481005.0,-3400000000.0,73377481005.0,-4080000000.0
