row_label_raw,row_label_full,CHỈ TIÊU,CHỈ TIÊU_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__CHỈ TIÊU_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,2.501.621.716.832,2.605.430.955.903,,300.0,,2501621716832.0,2605430955903.0
I.,I.,I.,Nợ ngắn hạn,310,,2.252.002.501.352,1.923.272.974.679,,310.0,,2252002501352.0,1923272974679.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.14a,433.019.636.407,744.288.960.547,,311.0,,433019636407.0,744288960547.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.15,4.665.606.706,6.489.813.346,,312.0,,4665606706.0,6489813346.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.16,189.337.214.206,75.755.024.815,,313.0,,189337214206.0,75755024815.0
4.,4.,4.,Phải trả người lao động,314,V.17,2.380.266.366,2.408.773.848,,314.0,,2380266366.0,2408773848.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.18a,323.312.188.281,370.675.324.764,,315.0,,323312188281.0,370675324764.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,-,-,,318.0,,,
9.,9.,9.,Phải trả ngắn hạn khác,319,V.19a,433.699.918.418,81.781.006.816,,319.0,,433699918418.0,81781006816.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.20a,818.193.167.208,605.237.118.787,,320.0,,818193167208.0,605237118787.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.21,47.394.503.760,36.636.951.756,,322.0,,47394503760.0,36636951756.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,249.619.215.480,682.157.981.224,,330.0,,249619215480.0,682157981224.0
1.,1.,1.,Phải trả người bán dài hạn,331,V.14b,18.838.742.400,129.651.594.000,,331.0,,18838742400.0,129651594000.0
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,V.22,8.499.973.080,135.953.387.224,,336.0,,8499973080.0,135953387224.0
7.,7.,7.,Phải trả dài hạn khác,337,V.19b,12.248.000.000,12.248.000.000,,337.0,,12248000000.0,12248000000.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.20b,210.032.500.000,404.305.000.000,,338.0,,210032500000.0,404305000000.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,,-,-,,341.0,,,
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
