row_label_raw,row_label_full,Số đầu năm > Mua trong năm,Nguyên giá > 417.860.288.970 > 353.698.373,Hao mòn lũy kế > 47.689.483.033,Giá trị còn lại > 370.170.805.937,numeric__Nguyên giá > 417.860.288.970 > 353.698.373,numeric__Hao mòn lũy kế > 47.689.483.033,numeric__Giá trị còn lại > 370.170.805.937
Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,Chuyển từ hàng tồn kho,310.164.758.167,,,310164758167.0,,
Khấu hao trong năm,Khấu hao trong năm,Khấu hao trong năm,,8.102.779.666,,,8102779666.0,
Số cuối năm,Số cuối năm,Số cuối năm,728.378.745.510,55.792.262.699,672.586.482.811,728378745510.0,55792262699.0,672586482811.0
