row_label_raw,row_label_full,STT,Chì tiêu,Thuyết minh,Năm 2025 > Triệu VND,Năm 2024 > Triệu VND,numeric__Chì tiêu,numeric__Thuyết minh,numeric__Năm 2025 > Triệu VND,numeric__Năm 2024 > Triệu VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,,
1,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 1,1,Thu nhập lãi và các khoản thu nhập tương tự nhận được,,10.026.333,9.370.662,,,10026333.0,9370662.0
2,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 2,2,Chi phí lãi và các khoản chi phí tương tự đã trả,,(9.073.241),(10.145.713),,,-9073241.0,-10145713.0
3,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 3,3,Thu nhập từ hoạt động dịch vụ nhận được,,165.141,92.770,,,165141.0,92770.0
4,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 4,4,"Chênh lệch số tiền thực thu/ thực chi từ hoạt động kinh doanh (ngoại tệ, vàng bạc, chứng khoán)",,2.362.258,2.088.029,,,2362258.0,2088029.0
5,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 5,5,Thu nhập khác,,(17.297),(13.954),,,-17297.0,-13954.0
6,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 6,6,"Tiền thu các khoản nợ đã được xử lý xoá, bù đắp bằng nguồn rủi ro",,116.403,15.029,,,116403.0,15029.0
7,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 7,7,"Tiền chi trả cho nhân viên và hoạt động quản lý, công vụ",,(2.296.572),(1.993.678),,,-2296572.0,-1993678.0
8,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > 8,8,Tiền thuế thu nhập thực nộp trong năm,8.2,(246.099),(258.831),,82.0,-246099.0,-258831.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,Lưu chuyển tiền thuần từ hoạt động kinh doanh trước những thay đổi về tài sản và vốn lưu động,1.036.926,(845.686),,,1036926.0,-845686.0
Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,Những thay đổi về tài sản hoạt động,,,,
9,Những thay đổi về tài sản hoạt động > 9,9,(Tăng)/Giảm các khoản tiền gửi và cho vay các TCTD,,2.610.543,(1.358.834),,,2610543.0,-1358834.0
10,Những thay đổi về tài sản hoạt động > 10,10,(Tăng)/Giảm các khoản về kinh doanh chứng khoán,,(717.809),(2.037.801),,,-717809.0,-2037801.0
11,Những thay đổi về tài sản hoạt động > 11,11,(Tăng)/Giảm các công cụ tài chính phải sinh và các tài sản tài chính khác,,(96.780),(184.066),,,-96780.0,-184066.0
12,Những thay đổi về tài sản hoạt động > 12,12,(Tăng)/Giảm các khoản cho vay khách hàng,,(16.863.231),(9.698.829),,,-16863231.0,-9698829.0
13,Những thay đổi về tài sản hoạt động > 13,13,"(Tăng)/Giảm nguồn dự phòng để xử lý rủi ro, xử lý bù đắp tổn thất các khoản",,(8.593),(26.531),,,-8593.0,-26531.0
14,Những thay đổi về tài sản hoạt động > 14,14,(Tăng)/Giảm khác về tài sản hoạt động,,(335.325),53.194,,,-335325.0,53194.0
Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,Những thay đổi về công nợ hoạt động,,,,
15,Những thay đổi về công nợ hoạt động > 15,15,Tăng/(Giảm) các khoản nợ chính phủ và NHNN,,1.014.920,(16.612),,,1014920.0,-16612.0
16,Những thay đổi về công nợ hoạt động > 16,16,Tăng/(Giảm) các khoản tiền gửi và vay các TCTD,,13.476.263,722.286,,,13476263.0,722286.0
17,Những thay đổi về công nợ hoạt động > 17,17,Tăng/(Giảm) tiền gửi của khách hàng,,4.466.843,4.089.168,,,4466843.0,4089168.0
18,Những thay đổi về công nợ hoạt động > 18,18,Tăng/(Giảm) phát hành giấy tờ có giá (ngoại trừ GTCG được tính vào hoạt động tài chính),,9.733.005,5.700.000,,,9733005.0,5700000.0
19,Những thay đổi về công nợ hoạt động > 19,19,"Tăng/(Giảm) vốn tài trợ, ủy thác đầu tư, cho vay mà TCTD chịu rủi ro",,37.927,15.845,,,37927.0,15845.0
