row_label_raw,row_label_full,col_0,Vốn điều lệ,Thặng dư vốn cổ phần,Quỹ đầu tư phát triển,Quỹ dự phòng tài chính,Quỹ dự trữ bổ sung vốn điều lệ,Lợi nhuận chưa phân phối,Cộng,numeric__Vốn điều lệ,numeric__Thặng dư vốn cổ phần,numeric__Quỹ đầu tư phát triển,numeric__Quỹ dự phòng tài chính,numeric__Quỹ dự trữ bổ sung vốn điều lệ,numeric__Lợi nhuận chưa phân phối,numeric__Cộng
,,,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,Triệu VND,,,,,,,
Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,Số dư tại ngày 31/12/2024,8.959.336,107.289,564,710.112,334.794,1.627.797,11.739.892,8959336.0,107289.0,564.0,710112.0,334794.0,1627797.0,11739892.0
Tăng vốn bằng tiền (*),Tăng vốn bằng tiền (*),Tăng vốn bằng tiền (*),451.972,(213),-,-,-,-,451.759,451972.0,-213.0,,,,,451759.0
Lợi nhuận tăng trong năm,Lợi nhuận tăng trong năm,Lợi nhuận tăng trong năm,-,-,-,-,-,1.185.527,1.185.527,,,,,,1185527.0,1185527.0
Trích lập các quỹ trong năm (**),Trích lập các quỹ trong năm (**),Trích lập các quỹ trong năm (**),-,-,-,99.919,99.919,(314.744),(114.906),,,,99919.0,99919.0,-314744.0,-114906.0
Chia cổ tức bằng cổ phiếu (*),Chia cổ tức bằng cổ phiếu (*),Chia cổ tức bằng cổ phiếu (*),620.882,-,-,-,-,(620.882),-,620882.0,,,,,-620882.0,
Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,Số dư tại ngày 31/12/2025,10.032.190,107.076,564,810.031,434.713,1.877.698,13.262.272,10032190.0,107076.0,564.0,810031.0,434713.0,1877698.0,13262272.0
