row_label_raw,row_label_full,Họ và tên,Chức vụ,numeric__Chức vụ
Bà Trần Thị Thoảng,Bà Trần Thị Thoảng,Bà Trần Thị Thoảng,Chữ tịch,
Bà Thái Hương,Bà Thái Hương,Bà Thái Hương,Phó Chủ tịch,
Ông Võ Văn Quang,Ông Võ Văn Quang,Ông Võ Văn Quang,Thành viên,
Ông Đăng Thái Nguyên,Ông Đăng Thái Nguyên,Ông Đăng Thái Nguyên,Thành viên,
Bà Hoàng Hồng Hạnh,Bà Hoàng Hồng Hạnh,Bà Hoàng Hồng Hạnh,Thành viên độc lập,
