row_label_raw,row_label_full,Dự án kho chứa LNG quy mô 1 triệu tấn/năm tại Thị Vải > Dự án đường ống dẫn khí Nam Côn Sơn 2,Số cuối nămVND > 5.491.709.929.040 > 2.537.476.166.684,Số đầu nămVND > 5.505.235.066.160 > 2.559.903.218.466,numeric__Số cuối nămVND > 5.491.709.929.040 > 2.537.476.166.684,numeric__Số đầu nămVND > 5.505.235.066.160 > 2.559.903.218.466
Dự án nhà máy xử lý khí Cà Mau,Dự án nhà máy xử lý khí Cà Mau,Dự án nhà máy xử lý khí Cà Mau,5.068.782.115.916,7.339.317.320.149,5068782115916.0,7339317320149.0
Dự án kho cảng nhập khẩu LNG Sơn Mỹ,Dự án kho cảng nhập khẩu LNG Sơn Mỹ,Dự án kho cảng nhập khẩu LNG Sơn Mỹ,33.502.059.832.769,33.583.719.522.095,33502059832769.0,33583719522095.0
Dự án thu gom và phân phối khí mô Cá Rồng Đỏ,Dự án thu gom và phân phối khí mô Cá Rồng Đỏ,Dự án thu gom và phân phối khí mô Cá Rồng Đỏ,4.046.601.152.024,4.079.833.332.262,4046601152024.0,4079833332262.0
,,,50.646.629.196.433,53.068.008.459.132,50646629196433.0,53068008459132.0
