row_label_raw,row_label_full,col_0,Số cuối năm,Số đầu năm,numeric__Số cuối năm,numeric__Số đầu năm
,,,VND,VND,,
Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,Phải thu khách hàng ngắn hạn,,
"Các Công ty con, Công ty liên doanh, liên kết","Phải thu khách hàng ngắn hạn > Các Công ty con, Công ty liên doanh, liên kết","Các Công ty con, Công ty liên doanh, liên kết",1.436.875.815.424,1.392.355.704.261,1436875815424.0,1392355704261.0
Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,Công ty Cổ phần Phân phối Khí thấp áp Dầu khí Việt Nam,1.140.617.507.338,916.553.377.478,1140617507338.0,916553377478.0
Công ty Cổ phần Kinh doanh Khí Miền Nam,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Kinh doanh Khí Miền Nam,Công ty Cổ phần Kinh doanh Khí Miền Nam,199.567.238.643,293.523.547.738,199567238643.0,293523547738.0
Công ty Cổ phần Kinh doanh Khí Miền Bắc,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Kinh doanh Khí Miền Bắc,Công ty Cổ phần Kinh doanh Khí Miền Bắc,93.361.247.758,162.820.385.083,93361247758.0,162820385083.0
Công ty Cổ phần Sản xuất Ông thép Dầu Khí Việt Nam,Phải thu khách hàng ngắn hạn > Công ty Cổ phần Sản xuất Ông thép Dầu Khí Việt Nam,Công ty Cổ phần Sản xuất Ông thép Dầu Khí Việt Nam,2.892.185.879,2.892.185.879,2892185879.0,2892185879.0
Công ty Cổ phần LNG Việt Nam,Phải thu khách hàng ngắn hạn > Công ty Cổ phần LNG Việt Nam,Công ty Cổ phần LNG Việt Nam,437.635.806,-,437635806.0,
Công ty Cổ phần Đầu tư Phát triển Gas Đô thị (i),Phải thu khách hàng ngắn hạn > Công ty Cổ phần Đầu tư Phát triển Gas Đô thị (i),Công ty Cổ phần Đầu tư Phát triển Gas Đô thị (i),-,16.566.208.083,,16566208083.0
Các bên liên quan khác,Phải thu khách hàng ngắn hạn > Các bên liên quan khác,Các bên liên quan khác,637.923.160.918,2.521.057.822.878,637923160918.0,2521057822878.0
Cơ quan Tập đoàn Dầu khí Việt Nam,Phải thu khách hàng ngắn hạn > Cơ quan Tập đoàn Dầu khí Việt Nam,Cơ quan Tập đoàn Dầu khí Việt Nam,286.067.009.451,300.993.564.258,286067009451.0,300993564258.0
Tổng Công ty Dầu Việt Nam,Phải thu khách hàng ngắn hạn > Tổng Công ty Dầu Việt Nam,Tổng Công ty Dầu Việt Nam,239.024.362.504,114.706.211.744,239024362504.0,114706211744.0
