row_label_raw,row_label_full,TÀI SẢN,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,A. TÀI SẢN NGĂN HẠN,100,,35.291.028.454.430,30.371.661.109.865,100.0,,35291028454430.0,30371661109865.0
I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,I. Tiền và các khoản tương đương tiền,110,4,11.276.168.329.713,11.125.088.883.415,110.0,4.0,11276168329713.0,11125088883415.0
1. Tiền,1. Tiền,1. Tiền,111,,1.200.003.193.982,648.923.747.684,111.0,,1200003193982.0,648923747684.0
2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,2. Các khoản tương đương tiền,112,,10.076.165.135.731,10.476.165.135.731,112.0,,10076165135731.0,10476165135731.0
II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,II. Đầu tư tài chính ngắn hạn,120,5,13.450.000.000.000,5.750.000.000.000,120.0,5.0,13450000000000.0,5750000000000.0
1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,1. Đầu tư nằm giữ đến ngày đáo hạn,123,,13.450.000.000.000,5.750.000.000.000,123.0,,13450000000000.0,5750000000000.0
III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,III. Các khoản phải thu ngắn hạn,130,,9.295.392.252.313,12.194.247.959.342,130.0,,9295392252313.0,12194247959342.0
1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,1. Phải thu ngắn hạn của khách hàng,131,6,4.790.617.794.552,5.786.940.160.159,131.0,6.0,4790617794552.0,5786940160159.0
2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,2. Trả trước cho người bán ngắn hạn,132,7,97.577.221.635,250.779.273.089,132.0,7.0,97577221635.0,250779273089.0
3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,3. Phải thu ngắn hạn khác,136,8,4.631.268.498.992,6.215.555.006.083,136.0,8.0,4631268498992.0,6215555006083.0
4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,4. Dự phòng phải thu ngắn hạn khó đòi,137,9,(224.071.262.866),(59.026.479.989),137.0,9.0,-224071262866.0,-59026479989.0
IV. Hàng tồn kho,IV. Hàng tồn kho,IV. Hàng tồn kho,140,10,1.110.579.593.944,876.386.309.519,140.0,10.0,1110579593944.0,876386309519.0
1. Hàng tồn kho,1. Hàng tồn kho,1. Hàng tồn kho,141,,1.177.017.523.802,942.345.817.347,141.0,,1177017523802.0,942345817347.0
2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,2. Dự phòng giảm giá hàng tồn kho,149,,(66.437.929.858),(65.959.507.828),149.0,,-66437929858.0,-65959507828.0
V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,V. Tài sản ngắn hạn khác,150,,158.888.278.460,425.937.957.589,150.0,,158888278460.0,425937957589.0
1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,1. Chi phí trả trước ngắn hạn,151,11,40.043.767.228,37.398.794.156,151.0,11.0,40043767228.0,37398794156.0
2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,2. Thuế giá trị gia tăng được khấu trừ,152,,89.700.648.672,360.869.983.465,152.0,,89700648672.0,360869983465.0
3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,3. Thuế và các khoản khác phải thu Nhà nước,153,16,29.143.862.560,27.669.179.968,153.0,16.0,29143862560.0,27669179968.0
B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,B. TÀI SẢN DÀI HẠN,200,,22.287.439.152.216,22.196.670.793.606,200.0,,22287439152216.0,22196670793606.0
I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,I. Các khoản phải thu dài hạn,210,,161.898.076.588,102.653.153.177,210.0,,161898076588.0,102653153177.0
1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,1. Trả trước cho người bán dài hạn,212,7,62.322.571.154,64.113.269.122,212.0,7.0,62322571154.0,64113269122.0
2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,2. Phải thu dài hạn khác,216,8,99.575.505.434,38.539.884.055,216.0,8.0,99575505434.0,38539884055.0
II. Tài sản cố định,II. Tài sản cố định,II. Tài sản cố định,220,,12.175.961.882.663,13.901.247.482.645,220.0,,12175961882663.0,13901247482645.0
1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,1. Tài sản cố định hữu hình,221,12,11.835.566.485.886,13.587.666.664.691,221.0,12.0,11835566485886.0,13587666664691.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,222,,37.538.679.277.014,37.025.681.132.762,222.0,,37538679277014.0,37025681132762.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,223,,(25.703.112.791.128),(23.438.014.468.071),223.0,,-25703112791128.0,-23438014468071.0
2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,2. Tài sản cố định vô hình,227,13,340.395.396.777,313.580.817.954,227.0,13.0,340395396777.0,313580817954.0
- Nguyên giá,- Nguyên giá,- Nguyên giá,228,,412.229.702.877,370.727.151.840,228.0,,412229702877.0,370727151840.0
- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,- Giá trị hao mòn lũy kế,229,,(71.834.306.100),(57.146.333.886),229.0,,-71834306100.0,-57146333886.0
III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,III. Tài sản dở dang dài hạn,240,,6.541.440.862.485,4.710.221.409.715,240.0,,6541440862485.0,4710221409715.0
1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,1. Chi phí xây dựng cơ bản dở dang,242,14,6.541.440.862.485,4.710.221.409.715,242.0,14.0,6541440862485.0,4710221409715.0
