row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C.,C.,C.,NỘ PHẢI TRẢ,300,,15.918.681.508.794,13.296.623.479.484,,300.0,,15918681508794.0,13296623479484.0
I.,I.,I.,Nợ ngắn hạn,310,,8.723.352.484.286,7.320.711.107.857,,310.0,,8723352484286.0,7320711107857.0
I.,I.,I.,1. Phải trả người bán ngắn hạn,311,15,1.477.623.114.563,1.700.654.448.468,,311.0,15.0,1477623114563.0,1700654448468.0
I.,I.,I.,2. Người mua trả tiền trước ngắn hạn,312,,30.881.258.291,17.732.364.203,,312.0,,30881258291.0,17732364203.0
I.,I.,I.,3. Thuế và các khoản phải nộp Nhà nước,313,16,1.061.750.041.462,810.977.559.060,,313.0,16.0,1061750041462.0,810977559060.0
I.,I.,I.,4. Phải trả người lao động,314,,85.324.764.622,88.966.613.675,,314.0,,85324764622.0,88966613675.0
I.,I.,I.,5. Chi phí phải trả ngắn hạn,315,17,4.312.798.082.399,3.261.945.113.970,,315.0,17.0,4312798082399.0,3261945113970.0
I.,I.,I.,6. Doanh thu chưa thực hiện ngắn hạn,318,,7.726.465.660,-,,318.0,,7726465660.0,
I.,I.,I.,7. Phải trả ngắn hạn khác,319,18,582.940.368.887,796.530.006.188,,319.0,18.0,582940368887.0,796530006188.0
I.,I.,I.,8. Vay ngắn hạn,320,20,951.930.000.000,489.334.272.000,,320.0,20.0,951930000000.0,489334272000.0
I.,I.,I.,9. Dự phòng phải trả ngắn hạn,321,21,-,410.300.000,,321.0,21.0,,410300000.0
I.,I.,I.,"10. Quỹ khen thưởng, phúc lợi",322,,212.378.388.402,154.160.430.293,,322.0,,212378388402.0,154160430293.0
II.,II.,II.,Nợ dài hạn,330,,7.195.329.024.508,5.975.912.371.627,,330.0,,7195329024508.0,5975912371627.0
II.,II.,II.,1. Phải trả dài hạn khác,337,18,4.876.032.096,3.574.371.215,,337.0,18.0,4876032096.0,3574371215.0
II.,II.,II.,2. Vay dài hạn,338,20,7.164.560.022.715,5.948.177.864.431,,338.0,20.0,7164560022715.0,5948177864431.0
II.,II.,II.,3. Dự phòng phải trả dài hạn,342,21,12.500.208.452,6.239.135.981,,342.0,21.0,12500208452.0,6239135981.0
II.,II.,II.,4. Quỹ phát triển khoa học và công nghệ,343,,13.392.761.245,17.921.000.000,,343.0,,13392761245.0,17921000000.0
D.,D.,D.,VỐN CHỦ SỞ HỮU,400,,41.659.786.097.852,39.271.708.423.987,,400.0,,41659786097852.0,39271708423987.0
I.,I.,I.,Vốn chủ sở hữu,410,22,41.659.786.097.852,39.271.708.423.987,,410.0,22.0,41659786097852.0,39271708423987.0
I.,I.,I.,1. Vốn góp của chủ sở hữu,411,,19.139.500.000.000,19.139.500.000.000,,411.0,,19139500000000.0,19139500000000.0
I.,I.,I.,- Cổ phiếu phố thông có quyền biểu quyết,411a,,19.139.500.000.000,19.139.500.000.000,,,,19139500000000.0,19139500000000.0
I.,I.,I.,2. Thặng dư vốn cổ phần,412,,189.746.727.266,189.746.727.266,,412.0,,189746727266.0,189746727266.0
I.,I.,I.,3. Cổ phiếu quỹ,415,,(40.111.223.937),(40.111.223.937),,415.0,,-40111223937.0,-40111223937.0
I.,I.,I.,4. Quỹ đầu tư phát triển,418,,14.539.253.148.710,13.096.253.148.710,,418.0,,14539253148710.0,13096253148710.0
I.,I.,I.,5. Lợi nhuận sau thuế chưa phân phối,421,,7.831.397.445.813,6.886.319.771.948,,421.0,,7831397445813.0,6886319771948.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối lũy kế đến cuối năm trước,421a,,2.093.128.052.948,577.896.944.428,,,,2093128052948.0,577896944428.0
I.,I.,I.,- Lợi nhuận sau thuế chưa phân phối năm nay,421b,,5.738.269.392.865,6.308.422.827.520,,,,5738269392865.0,6308422827520.0
