row_label_raw,row_label_full,NÔI DUNG,TRANG,numeric__TRANG
BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC,1 - 2,
BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO CỦA BAN TỔNG GIÁM ĐỐC > BÁO CÁO KIỂM TOÁN ĐỘC LẬP,BÁO CÁO KIỂM TOÁN ĐỘC LẬP,3,3.0
BÀNG CÂN ĐÕI KẾ TOÁN,BÀNG CÂN ĐÕI KẾ TOÁN,BÀNG CÂN ĐÕI KẾ TOÁN,4 - 5,
BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÀNG CÂN ĐÕI KẾ TOÁN > BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,BÁO CÁO KẾT QUÀ HOẠT ĐỘNG KINH DOANH,6,6.0
BÁO CÁO LƯU CHUYỄN TIỀN TỆ,BÁO CÁO LƯU CHUYỄN TIỀN TỆ,BÁO CÁO LƯU CHUYỄN TIỀN TỆ,7 - 8,
THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,THUYẾT MINH BÁO CÁO TÀI CHÍNH RIÊNG,9 - 42,
