row_label_raw,row_label_full,Ông Lê Như Linh,Chủ tịch,numeric__Chủ tịch
Ông Dương Mạnh Sơn,Ông Dương Mạnh Sơn,Ông Dương Mạnh Sơn,Thành viên,
Ông Phan Quốc Nghĩa,Ông Phan Quốc Nghĩa,Ông Phan Quốc Nghĩa,Thành viên,
Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Ông Nguyễn Mạnh Tường,Thành viên (miễn nhiệm từ ngày 01 tháng 6 năm 2017),
Bà Võ Thị Thanh Ngọc,Bà Võ Thị Thanh Ngọc,Bà Võ Thị Thanh Ngọc,Thành viên,
