row_label_raw,row_label_full,Trong vòng một năm,Số cuối nămVND > 951.930.000.000,Số đầu nămVND > 489.334.272.000,numeric__Số cuối nămVND > 951.930.000.000,numeric__Số đầu nămVND > 489.334.272.000
Trong nằm thứ hai,Trong nằm thứ hai,Trong nằm thứ hai,1.534.535.664.215,978.668.544.000,1534535664215.0,978668544000.0
Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,Từ nằm thứ ba đến nằm thứ năm,4.148.811.933.561,3.674.304.764.095,4148811933561.0,3674304764095.0
Sau nằm năm,Sau nằm năm,Sau nằm năm,1.481.212.424.939,1.295.204.556.336,1481212424939.0,1295204556336.0
,,,8.116.490.022.715,6.437.512.136.431,8116490022715.0,6437512136431.0
Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,Trừ: số phải trả trong vòng 12 tháng,951.930.000.000,489.334.272.000,951930000000.0,489334272000.0
Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,Số phải trả sau 12 tháng,7.164.560.022.715,5.948.177.864.431,7164560022715.0,5948177864431.0
