row_label_raw,row_label_full,col_0,Năm nay,Năm trước,numeric__Năm nay,numeric__Năm trước
,,,VND,VND,,
Lợi nhuận trước thuế,Lợi nhuận trước thuế,Lợi nhuận trước thuế,12.167.144.720.007,8.890.557.320.968,12167144720007.0,8890557320968.0
"Trừ: Thu nhập không chịu thuế và Chi phí đã loại trừ khi tính thuế năm trước- Cổ tức, lợi nhuận được chia","Trừ: Thu nhập không chịu thuế và Chi phí đã loại trừ khi tính thuế năm trước- Cổ tức, lợi nhuận được chia","Trừ: Thu nhập không chịu thuế và Chi phí đã loại trừ khi tính thuế năm trước- Cổ tức, lợi nhuận được chia",(153.232.664.712),(136.000.873.500),-153232664712.0,-136000873500.0
"- Lợi nhuận bán khí Nam Côn Sơn tháng 11, tháng 12 năm 2014 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Công văn của Kiểm toán Nhà nước- Chi phí bảo dưỡng sửa chữa năm 2016 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Kết luận thanh tra của Tổng cục Thuế","- Lợi nhuận bán khí Nam Côn Sơn tháng 11, tháng 12 năm 2014 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Công văn của Kiểm toán Nhà nước- Chi phí bảo dưỡng sửa chữa năm 2016 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Kết luận thanh tra của Tổng cục Thuế","- Lợi nhuận bán khí Nam Côn Sơn tháng 11, tháng 12 năm 2014 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Công văn của Kiểm toán Nhà nước- Chi phí bảo dưỡng sửa chữa năm 2016 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Kết luận thanh tra của Tổng cục Thuế",-,(1.459.789.515.316),,-1459789515316.0
"- Lợi nhuận bán khí Nam Côn Sơn tháng 11, tháng 12 năm 2014 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Công văn của Kiểm toán Nhà nước- Chi phí bảo dưỡng sửa chữa năm 2016 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Kết luận thanh tra của Tổng cục Thuế","- Lợi nhuận bán khí Nam Côn Sơn tháng 11, tháng 12 năm 2014 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Công văn của Kiểm toán Nhà nước- Chi phí bảo dưỡng sửa chữa năm 2016 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Kết luận thanh tra của Tổng cục Thuế","- Lợi nhuận bán khí Nam Côn Sơn tháng 11, tháng 12 năm 2014 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Công văn của Kiểm toán Nhà nước- Chi phí bảo dưỡng sửa chữa năm 2016 đã nộp thuế thu nhập doanh nghiệp bổ sung năm 2016 theo Kết luận thanh tra của Tổng cục Thuế",(40.635.481.151),-,-40635481151.0,
Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,Cộng: Các khoản chi phí không được khấu trừ,121.731.810.803,56.570.908.180,121731810803.0,56570908180.0
Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,Thu nhập chịu thuế năm hiện hành,12.095.008.384.947,7.351.337.840.332,12095008384947.0,7351337840332.0
- Thu nhập chịu thuế suất thông thường,- Thu nhập chịu thuế suất thông thường,- Thu nhập chịu thuế suất thông thường,12.022.016.812.882,7.351.337.840.332,12022016812882.0,7351337840332.0
- Thu nhập chịu thuế suất ưu đãi 0%,- Thu nhập chịu thuế suất ưu đãi 0%,- Thu nhập chịu thuế suất ưu đãi 0%,72.991.572.065,-,72991572065.0,
Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,Chi phí thuế thu nhập doanh nghiệp tính trên thu nhập chịu thuế năm hiện hành,2.404.403.362.576,1.470.871.036.436,2404403362576.0,1470871036436.0
Điều chính chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay (i),Điều chính chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay (i),Điều chính chi phí thuế thu nhập doanh nghiệp của các năm trước vào chi phí thuế thu nhập hiện hành năm nay (i),92.275.824.566,309.193.033.585,92275824566.0,309193033585.0
Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,Tổng chi phí thuế thu nhập doanh nghiệp hiện hành,2.496.679.187.142,1.780.064.070.021,2496679187142.0,1780064070021.0
