row_label_raw,row_label_full,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Số cuối năm,Số cuối năm_1,Số đầu năm,Số đầu năm_1,numeric__Địa chỉ trụ sở chính,numeric__Hoạt động kinh doanh chính,numeric__Số cuối năm,numeric__Số cuối năm_1,numeric__Số đầu năm,numeric__Số đầu năm_1
Tên công ty,Tên công ty,Tên công ty,Địa chỉ trụ sở chính,Hoạt động kinh doanh chính,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,Tỷ lệ lợi ích,Tỷ lệ quyền biểu quyết,,,,,,
Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (i) (“TSC”),Tên công ty > Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (i) (“TSC”),Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ (i) (“TSC”),"1D Phạm Ngũ Lão, phường Thới Bình, quận Ninh Kiều, thành phố Cần Thơ",Kinh doanh các sản phẩm từ nông nghiệp,"41,07%","41,07%","41,07%","41,07%",,,0.4107,0.4107,0.4107,0.4107
Công ty Cổ phần Dược phẩm Cửu Long (“DCL”),Tên công ty > Công ty Cổ phần Dược phẩm Cửu Long (“DCL”),Công ty Cổ phần Dược phẩm Cửu Long (“DCL”),"Số 150 đường 14 tháng 9, phường 5, thành phố Vĩnh Long, tỉnh Vĩnh Long","Kinh doanh được phẩm, thiết bị y tế","58,05%","58,05%","58,05%","58,05%",,,0.5805,0.5805,0.5805,0.5805
