row_label_raw,row_label_full,Số đầu năm > Số tiền vay phát sinh trong năm,Vay ngắn hạn ngân hàng > 1.312.474.784.451 > 3.109.115.511.127,Vay ngắn hạn các tổ chức khác > - > 5.140.000.000,Vay dài hạn đến hạn trả > 55.282.084.004 > -,Nợ thuê tài chính đến hạn trả > 20.758.283.640 > -,Số cuối năm > 1.388.515.152.095 > 3.114.255.511.127,numeric__Vay ngắn hạn ngân hàng > 1.312.474.784.451 > 3.109.115.511.127,numeric__Vay ngắn hạn các tổ chức khác > - > 5.140.000.000,numeric__Vay dài hạn đến hạn trả > 55.282.084.004 > -,numeric__Nợ thuê tài chính đến hạn trả > 20.758.283.640 > -,numeric__Số cuối năm > 1.388.515.152.095 > 3.114.255.511.127
Kết chuyển từ vay và nợ thuê tài chính dài hạn,Kết chuyển từ vay và nợ thuê tài chính dài hạn,Kết chuyển từ vay và nợ thuê tài chính dài hạn,-,-,79.556.166.004,24.669.784.140,104.225.950.144,,,79556166004.0,24669784140.0,104225950144.0
Số tiền vay đã trả trong năm,Số tiền vay đã trả trong năm,Số tiền vay đã trả trong năm,(3.539.080.207.124),-,(56.936.626.004),(20.883.983.640),(3.616.900.816.768),-3539080207124.0,,-56936626004.0,-20883983640.0,-3616900816768.0
Số cuối năm,Số cuối năm,Số cuối năm,882.510.088.454,5.140.000.000,77.901.624.004,24.544.084.140,990.095.796.598,882510088454.0,5140000000.0,77901624004.0,24544084140.0,990095796598.0
