row_label_raw,row_label_full,Công ty Cổ phần Đầu tư Thương mại Hoa Sen Việt Nam,Số cuối năm > 6.454.448.000,Số đầu năm > -,numeric__Số cuối năm > 6.454.448.000,numeric__Số đầu năm > -
Trenwell Services LLC,Trenwell Services LLC,Trenwell Services LLC,16.339.862.500,5.885.000.000,16339862500.0,5885000000.0
Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,Công ty Cổ phần Xuất nhập khẩu Y tế Domesco,-,9.982.165.208,,9982165208.0
Công ty TNHH Xây dựng và Thương mại Lê Gia Phúc,Công ty TNHH Xây dựng và Thương mại Lê Gia Phúc,Công ty TNHH Xây dựng và Thương mại Lê Gia Phúc,11.937.945.260,-,11937945260.0,
Công ty TNHH Thiết bị lạnh và Cách nhiệt TST,Công ty TNHH Thiết bị lạnh và Cách nhiệt TST,Công ty TNHH Thiết bị lạnh và Cách nhiệt TST,5.735.746.872,12.875.280.000,5735746872.0,12875280000.0
Công ty TNHH Cơ nhiệt Điện lạnh Bách Khoa,Công ty TNHH Cơ nhiệt Điện lạnh Bách Khoa,Công ty TNHH Cơ nhiệt Điện lạnh Bách Khoa,34.714.524.982,27.202.110.644,34714524982.0,27202110644.0
Công ty Cổ phần Confitech Cửu Long,Công ty Cổ phần Confitech Cửu Long,Công ty Cổ phần Confitech Cửu Long,7.250.000.000,7.250.000.000,7250000000.0,7250000000.0
Các nhà cung cấp khác,Các nhà cung cấp khác,Các nhà cung cấp khác,39.706.084.711,34.509.450.073,39706084711.0,34509450073.0
Cộng,Cộng,Cộng,122.138.612.325,97.704.005.925,122138612325.0,97704005925.0
