row_label_raw,row_label_full,Bên liên quan khác,Mối quan hệ,numeric__Mối quan hệ
Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,Công ty Cổ phần FIT Cosmetics,Công ty liên kết,
Công ty Cổ phần Today Cosmetics,Công ty Cổ phần Today Cosmetics,Công ty Cổ phần Today Cosmetics,Bên liên quan của thành viên quản lý chủ chốt,
Công ty Cổ phần Đầu tư JJK Holdings,Công ty Cổ phần Đầu tư JJK Holdings,Công ty Cổ phần Đầu tư JJK Holdings,Cổ đông lớn của Tập đoàn/ Bên liên quan của thành viên quản lý chủ chốt,
Công ty Cổ phần HHM Việt Nam,Công ty Cổ phần HHM Việt Nam,Công ty Cổ phần HHM Việt Nam,Bên liên quan của thành viên quản lý chủ chốt,
