row_label_raw,row_label_full,NGUỒN VỐN,NGUỒN VỐN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__NGUỒN VỐN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,C - NỘ PHẢI TRẢ,300,,1.806.932.964.486,1.956.484.819.495,,300.0,,1806932964486.0,1956484819495.0
I.,I.,I.,Nợ ngắn hạn,310,,1.366.296.163.491,1.687.293.011.175,,310.0,,1366296163491.0,1687293011175.0
1.,1.,1.,Phải trả người bán ngắn hạn,311,V.17,108.239.994.256,88.644.880.168,,311.0,,108239994256.0,88644880168.0
2.,2.,2.,Người mua trả tiền trước ngắn hạn,312,V.18,23.793.973.340,6.774.197.491,,312.0,,23793973340.0,6774197491.0
3.,3.,3.,Thuế và các khoản phải nộp Nhà nước,313,V.19b,79.683.392.947,51.870.415.758,,313.0,,79683392947.0,51870415758.0
4.,4.,4.,Phải trả người lao động,314,,37.438.812.333,30.472.437.942,,314.0,,37438812333.0,30472437942.0
5.,5.,5.,Chi phí phải trả ngắn hạn,315,V.20,35.324.155.679,28.154.616.385,,315.0,,35324155679.0,28154616385.0
6.,6.,6.,Phải trả nội bộ ngắn hạn,316,,-,-,,316.0,,,
7.,7.,7.,Phải trả theo tiến độ kế hoạch hợp đồng xây dựng,317,,-,-,,317.0,,,
8.,8.,8.,Doanh thu chưa thực hiện ngắn hạn,318,,116.562.537,105.965.942,,318.0,,116562537.0,105965942.0
9.,9.,9.,Phải trả ngắn hạn khác,319,V.21a,79.643.680.908,78.664.818.031,,319.0,,79643680908.0,78664818031.0
10.,10.,10.,Vay và nợ thuê tài chính ngắn hạn,320,V.22a,990.095.796.598,1.388.515.152.095,,320.0,,990095796598.0,1388515152095.0
11.,11.,11.,Dự phòng phải trả ngắn hạn,321,,-,-,,321.0,,,
12.,12.,12.,"Quỹ khen thưởng, phúc lợi",322,V.23,11.959.794.893,14.090.527.363,,322.0,,11959794893.0,14090527363.0
13.,13.,13.,Quỹ bình ổn giá,323,,-,-,,323.0,,,
14.,14.,14.,Giao dịch mua bán lại trái phiếu Chính phủ,324,,-,-,,324.0,,,
II.,II.,II.,Nợ dài hạn,330,,440.636.800.995,269.191.808.320,,330.0,,440636800995.0,269191808320.0
1.,1.,1.,Phải trả người bán dài hạn,331,,-,-,,331.0,,,
2.,2.,2.,Người mua trả tiền trước dài hạn,332,,-,-,,332.0,,,
3.,3.,3.,Chi phí phải trả dài hạn,333,,-,-,,333.0,,,
4.,4.,4.,Phải trả nội bộ về vốn kinh doanh,334,,-,-,,334.0,,,
5.,5.,5.,Phải trả nội bộ dài hạn,335,,-,-,,335.0,,,
6.,6.,6.,Doanh thu chưa thực hiện dài hạn,336,,-,-,,336.0,,,
7.,7.,7.,Phải trả dài hạn khác,337,V.21b,8.906.974.601,10.405.310.430,,337.0,,8906974601.0,10405310430.0
8.,8.,8.,Vay và nợ thuê tài chính dài hạn,338,V.22b,403.148.637.153,220.819.293.280,,338.0,,403148637153.0,220819293280.0
9.,9.,9.,Trái phiếu chuyển đổi,339,,-,-,,339.0,,,
10.,10.,10.,Cổ phiếu ưu đãi,340,,-,-,,340.0,,,
11.,11.,11.,Thuế thu nhập hoãn lại phải trả,341,V.24b,28.581.189.241,37.967.204.610,,341.0,,28581189241.0,37967204610.0
12.,12.,12.,Dự phòng phải trả dài hạn,342,,-,-,,342.0,,,
13.,13.,13.,Quỹ phát triển khoa học và công nghệ,343,,-,-,,343.0,,,
