row_label_raw,row_label_full,col_0,Số cuối năm > Giá trị,Số cuối năm > Dự phòng,Số đầu năm > Giá trị,Số đầu năm > Dự phòng,numeric__Số cuối năm > Giá trị,numeric__Số cuối năm > Dự phòng,numeric__Số đầu năm > Giá trị,numeric__Số đầu năm > Dự phòng
"Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh","Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh","Phải thu gốc hợp tác đầu tư, ủy thác đầu tư, hợp tác kinh doanh",3.147.651.776.177,,2.992.172.155.269,,3147651776177.0,,2992172155269.0,
- Bên liên quan(xem thuyết minh VIII.1),- Bên liên quan(xem thuyết minh VIII.1),- Bên liên quan(xem thuyết minh VIII.1),43.610.000.000,,55.610.000.000,,43610000000.0,,55610000000.0,
- Các tổ chức và cá nhân khác (i),- Các tổ chức và cá nhân khác (i),- Các tổ chức và cá nhân khác (i),3.104.041.776.177,,2.936.562.155.269,,3104041776177.0,,2936562155269.0,
"Phải thu lợi nhuận từ hợp tác đầu tư, cho vay, ủy thác đầu tư","Phải thu lợi nhuận từ hợp tác đầu tư, cho vay, ủy thác đầu tư","Phải thu lợi nhuận từ hợp tác đầu tư, cho vay, ủy thác đầu tư",73.542.922.508,,58.117.925.824,,73542922508.0,,58117925824.0,
- Bên liên quan(xem thuyết minh VIII.1),- Bên liên quan(xem thuyết minh VIII.1),- Bên liên quan(xem thuyết minh VIII.1),7.049.692.326,,2.573.315.483,,7049692326.0,,2573315483.0,
- Các tổ chức và cá nhân khác (ii),- Các tổ chức và cá nhân khác (ii),- Các tổ chức và cá nhân khác (ii),66.493.230.182,,55.544.610.341,,66493230182.0,,55544610341.0,
Các khoản thu khác với bên liên quan(xem thuyết minh VIII.1),Các khoản thu khác với bên liên quan(xem thuyết minh VIII.1),Các khoản thu khác với bên liên quan(xem thuyết minh VIII.1),253.400.844,,243.880.844,,253400844.0,,243880844.0,
Phải thu lãi tiền gửi có kỳ hạn dự thu,Phải thu lãi tiền gửi có kỳ hạn dự thu,Phải thu lãi tiền gửi có kỳ hạn dự thu,9.099.663.689,,38.163.205.101,,9099663689.0,,38163205101.0,
"Ký cược, ký quỹ","Ký cược, ký quỹ","Ký cược, ký quỹ",2.670.823.705,,1.253.606.266,,2670823705.0,,1253606266.0,
Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,Tạm ứng cho cán bộ công nhân viên,41.328.929.507,,42.829.417.361,(689.833.740),41328929507.0,,42829417361.0,-689833740.0
Thuế GTGT của tài sản thuê tài chính,Thuế GTGT của tài sản thuê tài chính,Thuế GTGT của tài sản thuê tài chính,7.531.505.244,,6.368.458.176,,7531505244.0,,6368458176.0,
Tạm ứng Dự án Nhà máy sẵn Bình Định,Tạm ứng Dự án Nhà máy sẵn Bình Định,Tạm ứng Dự án Nhà máy sẵn Bình Định,3.500.000.000,(3.500.000.000),3.500.000.000,(3.500.000.000),3500000000.0,-3500000000.0,3500000000.0,-3500000000.0
Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,Các khoản phải thu ngắn hạn khác,13.230.952.235,(5.993.224.609),9.303.491.299,(5.275.639.958),13230952235.0,-5993224609.0,9303491299.0,-5275639958.0
Cộng,Cộng,Cộng,3.298.809.973.909,(9.493.224.609),3.151.952.140.140,(9.465.473.698),3298809973909.0,-9493224609.0,3151952140140.0,-9465473698.0
