row_label_raw,row_label_full,TÀI SẢN,TÀI SẢN_1,Mã số,Thuyết minh,Số cuối năm,Số đầu năm,numeric__TÀI SẢN_1,numeric__Mã số,numeric__Thuyết minh,numeric__Số cuối năm,numeric__Số đầu năm
B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,B - TÀI SẢN DÀI HẠN,200,,2.396.115.491.927,2.089.073.339.476,,200.0,,2396115491927.0,2089073339476.0
I.,I.,I.,Các khoản phải thu dài hạn,210,,4.796.500.000,4.525.200.000,,210.0,,4796500000.0,4525200000.0
1.,1.,1.,Phải thu dài hạn của khách hàng,211,,-,-,,211.0,,,
2.,2.,2.,Trả trước cho người bán dài hạn,212,,-,-,,212.0,,,
3.,3.,3.,Vốn kinh doanh ở đơn vị trực thuộc,213,,-,-,,213.0,,,
4.,4.,4.,Phải thu nội bộ dài hạn,214,,-,-,,214.0,,,
5.,5.,5.,Phải thu về cho vay dài hạn,215,,-,-,,215.0,,,
6.,6.,6.,Phải thu dài hạn khác,216,V.6b,4.796.500.000,4.525.200.000,,216.0,,4796500000.0,4525200000.0
7.,7.,7.,Dự phòng phải thu dài hạn khó đòi,219,,-,-,,219.0,,,
II.,II.,II.,Tài sản cố định,220,,663.653.481.221,621.439.971.578,,220.0,,663653481221.0,621439971578.0
1.,1.,1.,Tài sản cố định hữu hình,221,V.10,549.974.790.254,501.852.694.508,,221.0,,549974790254.0,501852694508.0
1.,1.,1.,Nguyên giá,222,,1.364.795.811.647,1.273.110.972.113,,222.0,,1364795811647.0,1273110972113.0
1.,1.,1.,Giá trị hao mòn lũy kế,223,,(814.821.021.393),(771.258.277.605),,223.0,,-814821021393.0,-771258277605.0
2.,2.,2.,Tài sản cố định thuê tài chính,224,V.11,13.513.539.364,18.082.442.189,,224.0,,13513539364.0,18082442189.0
2.,2.,2.,Nguyên giá,225,,22.876.854.258,22.876.854.258,,225.0,,22876854258.0,22876854258.0
2.,2.,2.,Giá trị hao mòn lũy kế,226,,(9.363.314.894),(4.794.412.069),,226.0,,-9363314894.0,-4794412069.0
3.,3.,3.,Tài sản cố định vô hình,227,V.12,100.165.151.603,101.504.834.881,,227.0,,100165151603.0,101504834881.0
3.,3.,3.,Nguyên giá,228,,118.268.616.087,116.841.653.647,,228.0,,118268616087.0,116841653647.0
3.,3.,3.,Giá trị hao mòn lũy kế,229,,(18.103.464.484),(15.336.818.766),,229.0,,-18103464484.0,-15336818766.0
III.,III.,III.,Bất động sản đầu tư,230,V.13,106.788.696.185,107.862.169.205,,230.0,,106788696185.0,107862169205.0
III.,III.,III.,Nguyên giá,231,,122.172.433.422,122.172.433.422,,231.0,,122172433422.0,122172433422.0
III.,III.,III.,Giá trị hao mòn lũy kế,232,,(15.383.737.237),(14.310.264.217),,232.0,,-15383737237.0,-14310264217.0
IV.,IV.,IV.,Tài sản dở dang dài hạn,240,,794.862.764.019,438.277.035.121,,240.0,,794862764019.0,438277035121.0
1.,1.,1.,"Chi phí sản xuất, kinh doanh dở dang dài hạn",241,V.14,4.627.105.857,9.803.484.484,,241.0,,4627105857.0,9803484484.0
2.,2.,2.,Chi phí xây dựng cơ bản dở dang,242,V.15,790.235.658.162,428.473.550.637,,242.0,,790235658162.0,428473550637.0
V.,V.,V.,Đầu tư tài chính dài hạn,250,,359.934.009.742,367.784.269.248,,250.0,,359934009742.0,367784269248.0
1.,1.,1.,Đầu tư vào công ty con,251,,-,-,,251.0,,,
2.,2.,2.,"Đầu tư vào công ty liên doanh, liên kết",252,V.2c,290.401.798.492,299.452.057.998,,252.0,,290401798492.0,299452057998.0
3.,3.,3.,Đầu tư góp vốn vào đơn vị khác,253,V.2d,69.532.211.250,68.332.211.250,,253.0,,69532211250.0,68332211250.0
4.,4.,4.,Dự phòng đầu tư tài chính dài hạn,254,,-,-,,254.0,,,
5.,5.,5.,Đầu tư nắm giữ đến ngày đáo hạn,255,,-,-,,255.0,,,
VI.,VI.,VI.,Tài sản dài hạn khác,260,,466.080.040.760,549.184.694.324,,260.0,,466080040760.0,549184694324.0
1.,1.,1.,Chi phí trả trước dài hạn,261,V.9b,50.457.361.563,52.228.889.995,,261.0,,50457361563.0,52228889995.0
2.,2.,2.,Tài sản thuế thu nhập hoãn lại,262,V.24a,5.213.703.667,5.145.010.093,,262.0,,5213703667.0,5145010093.0
3.,3.,3.,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",263,,-,,,263.0,,,
4.,4.,4.,Tài sản dài hạn khác,268,,-,,,268.0,,,
5.,5.,5.,Lợi thế thương mại,269,V.16,410.408.975.530,491.810.794.236,,269.0,,410408975530.0,491810794236.0
,,,TỔNG CỘNG TÀI SẢN,270,,7.747.808.012.890,7.721.553.529.302,,270.0,,7747808012890.0,7721553529302.0
