row_label_raw,row_label_full,Ngân hàng,Hạn mức,Thời hạn,Lãi suất/năm,Tài sản đảm bảo,numeric__Hạn mức,numeric__Thời hạn,numeric__Lãi suất/năm,numeric__Tài sản đảm bảo
I. Các khoản vay tại Công ty mẹ,I. Các khoản vay tại Công ty mẹ,I. Các khoản vay tại Công ty mẹ,I. Các khoản vay tại Công ty mẹ,I. Các khoản vay tại Công ty mẹ,I. Các khoản vay tại Công ty mẹ,I. Các khoản vay tại Công ty mẹ,,,,
Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Thành An,I. Các khoản vay tại Công ty mẹ > Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Thành An,Ngân hàng TMCP Công thương Việt Nam – Chi nhánh Thành An,Tổng hạn mức 300 tỷ VND,Không quá 6 tháng,"4,6%",Hợp đồng tiền gửi có kỳ hạn với tổng giá trị tại ngày kết thúc năm tài chính là 302 tỷ VND.,,,0.046,
II. Các khoản vay của Nhóm Công ty TSC,II. Các khoản vay của Nhóm Công ty TSC,II. Các khoản vay của Nhóm Công ty TSC,II. Các khoản vay của Nhóm Công ty TSC,II. Các khoản vay của Nhóm Công ty TSC,II. Các khoản vay của Nhóm Công ty TSC,II. Các khoản vay của Nhóm Công ty TSC,,,,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Cần Thơ (tại WFC),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Cần Thơ (tại WFC),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Cần Thơ (tại WFC),50 tỷ VND,03 - 06 tháng,"4,7-5%",Tài sản cố định,,,,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Khánh Hòa (tại VKD),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Cần Thơ (tại WFC) > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Khánh Hòa (tại VKD),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Khánh Hòa (tại VKD),30 tỷ VND,Không quá 04 tháng,"4,4%","Tiền gửi có kỳ hạn, hàng tồn kho, quyền khai thác khoáng sản, tài sản cố định",,,0.044000000000000004,
Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh huyện Diên Khánh (tại VKD),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Cần Thơ (tại WFC) > Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh huyện Diên Khánh (tại VKD),Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam - Chi nhánh huyện Diên Khánh (tại VKD),25 tỷ VND,Không quá 05 tháng,4%,Tài sản cố định,,,0.04,
Ngân hàng TNHH MTV Public Việt Nam - Chi nhánh Thanh Xuân (tại WFC),Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Cần Thơ (tại WFC) > Ngân hàng TNHH MTV Public Việt Nam - Chi nhánh Thanh Xuân (tại WFC),Ngân hàng TNHH MTV Public Việt Nam - Chi nhánh Thanh Xuân (tại WFC),35 tỷ VND,06 tháng,"5,7%",Tài sản cố định,,,0.057,
III. Các khoản vay của Nhóm Công ty DCL,III. Các khoản vay của Nhóm Công ty DCL,III. Các khoản vay của Nhóm Công ty DCL,III. Các khoản vay của Nhóm Công ty DCL,III. Các khoản vay của Nhóm Công ty DCL,III. Các khoản vay của Nhóm Công ty DCL,III. Các khoản vay của Nhóm Công ty DCL,,,,
Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Vĩnh Long,III. Các khoản vay của Nhóm Công ty DCL > Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Vĩnh Long,Ngân hàng TMCP Đầu tư và Phát triển Việt Nam - Chi nhánh Vĩnh Long,100 tỷ VND,không quá 12 tháng,"4,7%",Các hợp đồng tiền gửi có kỳ hạn,,,0.047,
Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Vĩnh Long,III. Các khoản vay của Nhóm Công ty DCL > Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Vĩnh Long,Ngân hàng TMCP Ngoại thương Việt Nam - Chi nhánh Vĩnh Long,150 tỷ VND,không quá 12 tháng,"4,6%","Toàn bộ công trình xây dựng và máy móc thiết bị hình thành trong tương lai từ dự án Capsule 3, tiền gửi có kỳ hạn, toàn bộ máy móc thiết bị hình thành trong tương lai phát sinh từ dự án đầu tư mở rộng Nhà máy Capsule giai đoạn 4, hàng tồn kho luân chuyển với giá trị 30 tỷ đồng.",,,0.046,
Ngân hàng TMCP Quân đội - Chi nhánh Cần Thơ,Ngân hàng TMCP Quân đội - Chi nhánh Cần Thơ,Ngân hàng TMCP Quân đội - Chi nhánh Cần Thơ,100 tỷ VND,không quá 12 tháng,"5,1% -5,56%",Hợp đồng tiền gửi có kỳ hạn và hàng tồn kho.,,,,
Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Ngân hàng TMCP Quân đội - Chi nhánh Cần Thơ > Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,Ngân hàng TMCP Công thương Việt Nam - Chi nhánh Thành An,200 tỷ VND,không quá 12 tháng,"4,8%","Hợp đồng tiền gửi có kỳ hạn, hàng hóa và tài sản.",,,0.048,
