row_label_raw,row_label_full,Số cuối năm,Tổng cộng > Số cuối năm,Từ 1 năm trở xuống > Số cuối năm,Trên 1 năm đến 5 năm > Số cuối năm,Trên 5 năm > Số cuối năm,numeric__Tổng cộng > Số cuối năm,numeric__Từ 1 năm trở xuống > Số cuối năm,numeric__Trên 1 năm đến 5 năm > Số cuối năm,numeric__Trên 5 năm > Số cuối năm
Vay ngân hàng,Vay ngân hàng,Vay ngân hàng,384.177.438.322,77.901.624.004,243.977.817.166,62.297.997.152,384177438322.0,77901624004.0,243977817166.0,62297997152.0
Nợ thuê tài chính,Nợ thuê tài chính,Nợ thuê tài chính,121.416.906.975,24.544.084.140,90.437.418.960,6.435.403.875,121416906975.0,24544084140.0,90437418960.0,6435403875.0
Cộng,Cộng,Cộng,505.594.345.297,102.445.708.144,334.415.236.126,68.733.401.027,505594345297.0,102445708144.0,334415236126.0,68733401027.0
Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,Số đầu năm,,,,
Vay ngân hàng,Số đầu năm > Vay ngân hàng,Vay ngân hàng,177.245.476.684,55.282.084.004,121.963.392.680,-,177245476684.0,55282084004.0,121963392680.0,
Nợ thuê tài chính,Số đầu năm > Nợ thuê tài chính,Nợ thuê tài chính,119.614.184.240,20.758.283.640,98.855.900.600,-,119614184240.0,20758283640.0,98855900600.0,
Cộng,Số đầu năm > Cộng,Cộng,296.859.660.924,76.040.367.644,220.819.293.280,-,296859660924.0,76040367644.0,220819293280.0,
