row_label_raw,row_label_full,Số đầu năm > Trích lập/(hoàn nhập dự phòng) trong năm,Năm nay > 68.938.779.131 > 111.720.207,Năm trước > 112.602.033.639 > (11.808.809.665),numeric__Năm nay > 68.938.779.131 > 111.720.207,numeric__Năm trước > 112.602.033.639 > (11.808.809.665)
Sử dụng dự phòng để xóa nợ,Sử dụng dự phòng để xóa nợ,Sử dụng dự phòng để xóa nợ,(955.101.919),(31.854.444.843),-955101919.0,-31854444843.0
Số cuối năm,Số cuối năm,Số cuối năm,68.095.397.419,68.938.779.131,68095397419.0,68938779131.0
