row_label_raw,row_label_full,col_0,Mã số,2019 VND,2018 VND,numeric__Mã số,numeric__2019 VND,numeric__2018 VND
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH,,,
Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,Lợi nhuận kế toán trước thuế Điều chỉnh cho các khoản,01,3.868.503.073.470,3.045.280.003.467,1.0,3868503073470.0,3045280003467.0
Khấu hao và phân bổ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Khấu hao và phân bổ,Khấu hao và phân bổ,02,174.849.307.557,146.219.233.505,2.0,174849307557.0,146219233505.0
Các khoản dự phòng,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Các khoản dự phòng,Các khoản dự phòng,03,1.059.651.891.643,174.500.000.000,3.0,1059651891643.0,174500000000.0
Giá trị thời gian của dòng tiền đã được chiết khấu của khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Giá trị thời gian của dòng tiền đã được chiết khấu của khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại,Giá trị thời gian của dòng tiền đã được chiết khấu của khoản dự phòng(Lãi)/lỗ chênh lệch tỷ giá hối đoái do đánh giá lại,03,229.491.749.908,434.733.395.693,3.0,229491749908.0,434733395693.0
các khoản mục tiền tệ có gốc ngoại tệ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > các khoản mục tiền tệ có gốc ngoại tệ,các khoản mục tiền tệ có gốc ngoại tệ,04,(43.926.035.073),50.614.755.161,4.0,-43926035073.0,50614755161.0
Lãi tiền gửi và cho vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi tiền gửi và cho vay,Lãi tiền gửi và cho vay,05,(538.876.600.525),(208.253.201.298),5.0,-538876600525.0,-208253201298.0
Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,05,(867.681.380.532),(2.832.636.000),5.0,-867681380532.0,-2832636000.0
Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,Thu nhập từ cổ tức(Lãi)/lỗ từ thanh lý và xóa sổ tài sản cố định và xây dựng cơ bản dở dang,05,(265.522.141.962),10.506.525.264,5.0,-265522141962.0,10506525264.0
Lãi từ thanh lý các công ty con,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lãi từ thanh lý các công ty con,Lãi từ thanh lý các công ty con,05,-,(16.271.500.000),5.0,,-16271500000.0
Chi phí lãi vay,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Chi phí lãi vay,Chi phí lãi vay,06,351.417.652.590,257.505.446.656,6.0,351417652590.0,257505446656.0
Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,Lợi nhuận từ hoạt động kinh doanh trước những thay đổi vốn lưu động,08,3.967.907.517.076,3.892.002.022.448,8.0,3967907517076.0,3892002022448.0
Biến động các khoản phải thu,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải thu,Biến động các khoản phải thu,09,(6.606.943.013.649),(4.120.317.632.175),9.0,-6606943013649.0,-4120317632175.0
Biến động hàng tồn kho,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động hàng tồn kho,Biến động hàng tồn kho,10,(279.169.374.252),(201.547.786.085),10.0,-279169374252.0,-201547786085.0
Biến động các khoản phải trả và nợ phải trả khác,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động các khoản phải trả và nợ phải trả khác,Biến động các khoản phải trả và nợ phải trả khác,11,2.480.561.799.101,3.641.557.158.774,11.0,2480561799101.0,3641557158774.0
Biến động chi phí trả trước,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Biến động chi phí trả trước,Biến động chi phí trả trước,12,(970.160.905.361),2.077.145.525.269,12.0,-970160905361.0,2077145525269.0
,,,,(1.407.803.977.085),5.288.839.288.231,,-1407803977085.0,5288839288231.0
Tiền lãi vay đã trả,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Tiền lãi vay đã trả,Tiền lãi vay đã trả,14,(322.342.594.337),(254.235.592.773),14.0,-322342594337.0,-254235592773.0
Thuế thu nhập doanh nghiệp đã nộp,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Thuế thu nhập doanh nghiệp đã nộp,Thuế thu nhập doanh nghiệp đã nộp,15,(471.000.000.000),(108.000.000.000),15.0,-471000000000.0,-108000000000.0
Lưu chuyển tiền thuần từ hoạt động kinh doanh,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG KINH DOANH > Lưu chuyển tiền thuần từ hoạt động kinh doanh,Lưu chuyển tiền thuần từ hoạt động kinh doanh,20,(2.201.146.571.422),4.926.603.695.458,20.0,-2201146571422.0,4926603695458.0
LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,LU'U CHUYÊN TIÊN TỪ HOẠT ĐỘNG ĐẦU TƯ,,,
